,surveyID,DOC,DOI,POC,POI,old,resp_accuracy,mean_prop,missing_entries,ans,bll,ga,lf,mDOC,mDOI,mPOC,mPOI,mas,mid,min_rmse
27,7c7ybket20200127,0.6,0.4,0.8,0.4,True,1.0,0.55,0,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.27652908225597783
28,7t97zebw20200211,1.0,0.8,0.8,0.6,True,0.95,0.8,0,1.5,0.1,0.5,1.0,0.6,0.574,0.418,0.366,2.8,1236.0,0.1319153769151522
29,85kcpq4820200308,0.75,1.0,1.0,0.4,True,1.0,0.7777777777777778,2,1.5,0.5,2.0,0.9,0.564,0.778,0.48,0.21600000000000003,3.6,1331.0,0.21299139262733913
30,8g0oakbb20200214,0.6,0.8,0.6,0.6,True,0.75,0.65,0,1.5,0.9,1.0,0.5,0.528,0.68,0.41,0.37200000000000005,3.2,1396.0,0.07420017969430173
31,8s6t5xb720200129,0.8,0.3333333333333333,0.8,0.75,True,0.7058823529411765,0.7058823529411765,3,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.33378664842480843
32,8xrzkbzl20201113,0.2,0.4,0.0,0.0,False,1.0,0.15,0,1.0,0.9,0.5,0.9,0.578,0.708,0.38,0.384,2.8,1176.0,0.04632134137378435
33,90za526r20200217,1.0,1.0,0.4,0.6,True,1.0,0.75,0,0.5,0.9,0.5,1.0,0.7440000000000001,0.8,0.262,0.20800000000000002,2.8,708.0,0.15168058544190816
34,97b1s46u20201106,1.0,0.8,0.8,1.0,False,0.95,0.9,0,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.19596343196287075
35,9psntbym20201207,0.8,0.6,0.0,0.4,False,0.9,0.45,0,0.75,0.7,0.5,0.7,0.652,0.6659999999999999,0.342,0.322,2.8,876.0,0.2898994078411798
36,9q080hvl20201204,1.0,1.0,0.6,0.6,False,0.9,0.8,0,0.75,0.3,0.5,1.0,0.6679999999999999,0.67,0.32799999999999996,0.276,2.8,804.0,0.03557620927904865
37,ac6pz6rt20201102,0.0,0.6,0.0,0.2,False,1.0,0.2222222222222222,2,1.0,0.9,1.0,0.9,0.574,0.792,0.344,0.27,3.6,1181.0,0.28981373328398363
38,ackgo30v20200227,0.8,1.0,1.0,1.0,True,1.0,0.95,0,1.5,0.1,0.5,0.9,0.55,0.63,0.45,0.38799999999999996,2.8,1224.0,0.17481895396857478
39,aherzvzb20201106,0.4,0.4,0.2,0.4,False,1.0,0.35,0,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.12894055477880753
40,ak018tef20201118,0.8,1.0,0.8,1.0,False,0.85,0.9,0,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.17134468185502577
41,am6ox9ao20201114,1.0,0.4,0.4,0.6,False,0.95,0.6,0,1.5,0.1,0.5,1.0,0.6,0.574,0.418,0.366,2.8,1236.0,0.361941523822104
42,awveeytc20201103,1.0,1.0,1.0,0.8,False,0.65,0.95,0,1.5,0.3,0.5,0.7,0.5579999999999999,0.624,0.46799999999999997,0.376,3.6,1262.0,0.08322860085331243
43,b9zlolfy20200115,0.6,1.0,0.8,0.5,True,0.9444444444444444,0.7222222222222222,2,1.5,0.5,2.0,0.9,0.564,0.778,0.48,0.21600000000000003,3.6,1331.0,0.14812269688786164
44,bdhboees20201112,1.0,1.0,1.0,0.8,False,0.9411764705882352,0.9411764705882352,3,1.5,0.3,0.5,0.7,0.5579999999999999,0.624,0.46799999999999997,0.376,3.6,1262.0,0.08322860085331243
45,bjmjt11l20200129,0.0,0.0,0.0,0.0,True,1.0,0.0,10,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
46,blhofw6920201105,1.0,1.0,0.4,0.6,False,0.95,0.75,0,0.5,0.9,0.5,1.0,0.7440000000000001,0.8,0.262,0.20800000000000002,2.8,708.0,0.15168058544190816
47,bnlv90xh20201104,1.0,0.6,0.8,0.8,False,1.0,0.8,0,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.2383310023196031
48,bs5meo4o20200214,1.0,1.0,1.0,1.0,True,0.9,1.0,0,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
49,bsd3r0g520200208,1.0,0.8,0.4,0.6,True,1.0,0.7,0,0.75,0.7,0.5,0.7,0.652,0.6659999999999999,0.342,0.322,2.8,876.0,0.18214005600086985
50,byybve5p20200301,0.75,0.75,0.8,0.4,True,0.8888888888888888,0.6666666666666666,2,1.5,0.5,2.0,0.9,0.596,0.688,0.45799999999999996,0.28600000000000003,2.8,1329.0,0.1579535796787567
51,cm9hz4em20200226,0.0,0.25,0.5,0.25,True,1.0,0.2857142857142857,6,1.5,0.7,0.5,0.5,0.516,0.604,0.436,0.33799999999999997,2.8,1344.0,0.27584838831019715
52,ct0z9wus20201202,0.0,0.0,,0.0,False,1.0,0.0,17,1.5,0.7,0.5,0.5,0.516,0.604,0.436,0.33799999999999997,2.8,1344.0,100.0
53,d2xtpd3v20200213,1.0,1.0,0.4,0.6,True,0.85,0.75,0,0.5,0.9,0.5,1.0,0.7440000000000001,0.8,0.262,0.20800000000000002,2.8,708.0,0.15168058544190816
54,dhnyqv2x20201111,0.6,0.5,0.4,0.0,False,0.9444444444444444,0.3888888888888889,2,1.5,0.1,1.5,0.5,0.63,0.706,0.43,0.252,3.6,1208.0,0.1641026101762756
55,dkhfaswf20200127,0.6,0.6666666666666666,0.6,0.2,True,1.0,0.5,2,1.5,0.5,2.0,0.9,0.564,0.778,0.48,0.21600000000000003,3.6,1331.0,0.1268061249835091
56,dua9l90b20201126,1.0,0.6,0.8,0.2,False,0.9473684210526316,0.631578947368421,1,1.5,0.1,1.5,0.5,0.63,0.706,0.43,0.252,3.6,1208.0,0.3675998730503952
57,e8v50m3620201123,1.0,0.6,0.6,0.75,False,1.0,0.7368421052631579,1,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.24513941611526557
58,epegm9yj20201204,1.0,0.6,1.0,0.6,False,0.95,0.8,0,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.3153860068762299
59,ervf6ysh20201119,1.0,0.8,0.6,0.4,False,1.0,0.7,0,0.75,0.3,0.5,1.0,0.6679999999999999,0.67,0.32799999999999996,0.276,2.8,804.0,0.145827523693803
60,etva11td20201113,1.0,1.0,0.4,0.4,False,0.95,0.7,0,0.5,0.9,0.5,1.0,0.7440000000000001,0.8,0.262,0.20800000000000002,2.8,708.0,0.05779561690416784
61,eychrpxv20201114,1.0,1.0,0.8,1.0,False,1.0,0.95,0,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.12894055477880753
62,f10pqxun20200128,0.8,0.8,0.4,0.2,True,1.0,0.55,0,0.5,0.7,0.5,0.9,0.74,0.8,0.308,0.168,2.8,648.0,0.05235774377619164
63,f5y8cohy20201116,0.0,0.6666666666666666,0.0,0.0,False,0.9411764705882352,0.1176470588235294,3,1.0,0.7,2.0,0.9,0.528,0.838,0.392,0.168,3.2,1138.0,0.2464879848322564
64,f94kjs2s20201109,0.6666666666666666,0.5,1.0,0.5,False,0.8888888888888888,0.6666666666666666,11,1.5,0.3,0.5,0.7,0.5579999999999999,0.624,0.46799999999999997,0.376,3.6,1262.0,0.3333205564217925
65,fhtjasuy20200309,1.0,1.0,0.4,1.0,True,0.9,0.85,0,1.5,0.7,0.5,0.7,0.578,0.63,0.384,0.39399999999999996,3.2,1357.0,0.3454605621485613
66,fngtfgsg20200131,1.0,1.0,1.0,0.4,True,1.0,0.85,0,1.5,0.3,2.0,1.0,0.596,0.774,0.44799999999999995,0.19,3.6,1295.0,0.22583474784304855
67,fpbpaetl20201119,1.0,1.0,0.8,0.8,False,0.9473684210526316,0.8947368421052632,1,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.021946905628508692
68,frcsr9et20201201,1.0,0.6,0.4,0.4,False,1.0,0.6,0,0.75,0.3,0.5,1.0,0.6679999999999999,0.67,0.32799999999999996,0.276,2.8,804.0,0.23480275410082682
69,fyfm98tb20200210,0.2,0.8,0.6,0.6,True,0.95,0.55,0,1.5,0.9,1.0,0.5,0.528,0.68,0.41,0.37200000000000005,3.2,1396.0,0.3162894244201029
70,g1eg0dp720201115,1.0,0.6,0.8,0.8,False,0.9,0.8,0,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.2383310023196031
71,g3raaqac20201201,0.4,1.0,0.8,0.6,False,1.0,0.6842105263157895,1,1.5,0.7,1.5,0.7,0.546,0.772,0.434,0.27,3.6,1364.0,0.2801315167321711
72,gksx3mam20201104,0.6,0.0,0.2,0.2,False,0.8947368421052632,0.2631578947368421,1,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.3363554667312544
73,hgg52m4220200227,0.8,0.6,0.0,0.0,True,1.0,0.35,0,0.25,0.1,0.5,0.5,0.88,0.938,0.126,0.042,2.8,240.0,0.17247705161363738
74,jcgu7ukk20201207,0.8,0.75,0.8,0.6,False,0.9473684210526316,0.7368421052631579,1,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.10363557947603387
75,jh3ododj20201104,1.0,1.0,0.8,0.8,False,1.0,0.9,0,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.021946905628508692
76,jhs83ny320200302,0.8,0.6,0.8,0.8,True,1.0,0.75,0,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.18385229578840365
77,jsandtsm20201116,1.0,0.8,0.8,0.6,False,0.9,0.8,0,1.5,0.1,0.5,1.0,0.6,0.574,0.418,0.366,2.8,1236.0,0.1319153769151522
78,jszq12ry20200302,1.0,0.75,0.4,0.6,True,0.9473684210526316,0.6842105263157895,1,0.75,0.7,0.5,0.7,0.652,0.6659999999999999,0.342,0.322,2.8,876.0,0.20033305601755624
79,jtgsfocm20201110,0.75,0.6,0.4,0.4,False,0.9473684210526316,0.5263157894736842,1,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.08606199315996968
80,jw9595dy20201103,0.25,0.6,0.0,0.2,False,0.8947368421052632,0.2631578947368421,1,1.0,0.9,0.5,0.9,0.578,0.708,0.38,0.384,2.8,1176.0,0.17408044117591154
81,k1nlvgjw20201120,1.0,0.8,0.8,0.6,False,0.95,0.8,0,1.5,0.1,0.5,1.0,0.6,0.574,0.418,0.366,2.8,1236.0,0.1319153769151522
82,k5us58ta20201118,1.0,1.0,1.0,1.0,False,1.0,1.0,7,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
83,ka19xw0720201118,0.6,0.5,0.0,0.6,False,0.9473684210526316,0.42105263157894735,1,1.5,0.7,0.5,0.7,0.578,0.63,0.384,0.39399999999999996,3.2,1357.0,0.3523393250830795
84,khmdqt1d20201120,1.0,1.0,1.0,0.6,False,1.0,0.9,0,1.5,0.5,2.0,0.9,0.596,0.688,0.45799999999999996,0.28600000000000003,2.8,1329.0,0.14758952085655225
85,khmqwngv20201125,0.8,1.0,0.8,0.8,False,0.95,0.85,0,1.5,0.9,1.0,0.5,0.528,0.68,0.41,0.37200000000000005,3.2,1396.0,0.07420017969430173
86,kkdkln3w20201121,0.0,0.6,0.0,0.4,False,0.95,0.25,0,1.0,0.9,0.5,0.9,0.578,0.708,0.38,0.384,2.8,1176.0,0.3668046709989755
87,l6mx3upp20201111,0.0,0.0,0.0,0.0,False,0.8571428571428571,0.0,6,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
88,lavpu7s720201109,0.6666666666666666,1.0,1.0,0.8,False,1.0,0.8888888888888888,2,1.5,0.7,0.5,1.0,0.532,0.6579999999999999,0.43799999999999994,0.354,3.6,1382.0,0.20577153998224987
89,llfb9sc220201102,1.0,1.0,1.0,1.0,False,1.0,1.0,0,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
90,m5upgrz820200113,0.8,0.4,0.4,0.4,True,1.0,0.5,0,1.5,0.1,0.5,1.0,0.6,0.574,0.418,0.366,2.8,1236.0,0.2180252278980577
91,m77dce3920200208,0.6,0.6,0.8,0.8,True,1.0,0.7,0,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.2082402458700047
92,mjkg31a820201102,0.6,1.0,0.6,0.6,False,0.9444444444444444,0.6666666666666666,2,1.5,0.3,1.0,1.0,0.524,0.6940000000000001,0.386,0.322,3.6,1289.0,0.1414461028095154
93,mlw4ef5020200128,1.0,1.0,0.75,0.75,True,0.7333333333333333,0.8666666666666667,5,1.5,0.3,0.5,0.5,0.62,0.648,0.39799999999999996,0.374,3.2,1249.0,0.021322914122292636
94,mzbmhmq820201113,1.0,1.0,1.0,1.0,False,1.0,1.0,2,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
95,n10np7qf20200307,0.8,1.0,0.8,1.0,True,0.95,0.9,0,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.17134468185502577
96,nll42gx020201125,0.6,1.0,0.8,0.2,False,0.95,0.65,0,1.0,0.3,2.0,1.0,0.58,0.888,0.402,0.09,3.6,1055.0,0.20554966958539891
97,nmflx2le20200308,0.8,1.0,1.0,1.0,True,1.0,0.95,0,1.5,0.1,0.5,0.9,0.55,0.63,0.45,0.38799999999999996,2.8,1224.0,0.17481895396857478
98,nn8l7htm20200208,0.8,1.0,1.0,1.0,True,0.95,0.95,0,1.5,0.1,0.5,0.9,0.55,0.63,0.45,0.38799999999999996,2.8,1224.0,0.17481895396857478
99,nv62373d20200306,0.8,0.6,0.4,0.6,True,1.0,0.6,0,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.1703378994821763
100,o42peyga20200227,0.6666666666666666,0.75,0.75,1.0,True,0.9333333333333332,0.8,5,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.24594456014855598
101,o5v23rrz20200304,0.4,0.4,0.4,0.2,True,1.0,0.35,0,1.5,0.3,0.5,0.7,0.5579999999999999,0.624,0.46799999999999997,0.376,3.6,1262.0,0.08322860085331243
102,o6eldlqz20200129,0.8,0.5,1.0,0.75,True,1.0,0.7647058823529411,3,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.30021103688350076
103,ob5p7xxa20201119,0.8,1.0,1.0,0.8,False,0.9,0.9,0,1.5,0.7,0.5,0.5,0.516,0.604,0.436,0.33799999999999997,2.8,1344.0,0.13276169126169893
104,ok6o9kx720200209,1.0,1.0,0.6,0.5,True,0.9444444444444444,0.7777777777777778,2,0.75,0.9,0.5,0.7,0.672,0.71,0.33799999999999997,0.24,3.2,925.0,0.035364765892999576
105,p2achudm20201123,1.0,1.0,1.0,1.0,False,1.0,1.0,0,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
106,p93k4k4v20201204,0.4,0.4,0.6,0.2,False,1.0,0.4,0,1.5,0.1,1.0,1.0,0.586,0.654,0.462,0.324,3.2,1240.0,0.20395832907728972
107,pglz36nx20200127,1.0,1.0,1.0,0.8,True,1.0,0.95,0,1.5,0.3,0.5,0.7,0.5579999999999999,0.624,0.46799999999999997,0.376,3.6,1262.0,0.08322860085331243
108,pl59ybvr20201103,1.0,0.8,0.8,0.8,False,0.95,0.85,0,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.1110630451590447
109,plcd2fbz20200301,0.25,0.5,0.3333333333333333,0.5,True,1.0,0.38461538461538464,7,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.19014606666104525
110,pmqrpsua20200130,1.0,0.6,0.8,0.4,True,0.85,0.7,0,1.5,0.1,0.5,1.0,0.6,0.574,0.418,0.366,2.8,1236.0,0.29496044932612014
111,pyb36j9a20200211,0.75,1.0,1.0,0.8,True,0.9473684210526316,0.8947368421052632,1,1.5,0.7,0.5,0.5,0.516,0.604,0.436,0.33799999999999997,2.8,1344.0,0.15900943368240766
112,q1pba6fp20201106,0.6,0.5,0.5,0.5,False,0.9333333333333332,0.5333333333333333,5,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.08165986366222598
113,qokbfd8720201125,0.6,0.6,0.4,0.6,False,1.0,0.55,0,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.12894055477880753
114,qv3wta5b20201118,1.0,1.0,1.0,1.0,False,1.0,1.0,0,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
115,r9lo90ts20200130,0.6666666666666666,1.0,0.6,1.0,True,0.9230769230769232,0.7692307692307693,7,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.28749387239846813
116,s1somgf720200211,0.4,0.4,0.2,0.0,True,0.9,0.25,0,1.5,0.1,1.5,0.5,0.63,0.706,0.43,0.252,3.6,1208.0,0.04826662062612906
117,s55aohfe20200128,0.3333333333333333,0.4,0.0,0.4,True,1.0,0.29411764705882354,3,1.5,0.7,0.5,0.7,0.578,0.63,0.384,0.39399999999999996,3.2,1357.0,0.2270455020474971
118,svolj44520201207,1.0,1.0,0.6,1.0,False,1.0,0.9,0,1.5,0.7,0.5,0.7,0.578,0.63,0.384,0.39399999999999996,3.2,1357.0,0.22732429112027014
119,sw68ajzc20200213,1.0,1.0,0.2,0.4,True,0.9,0.65,0,0.25,0.7,0.5,0.9,0.858,0.9620000000000001,0.08800000000000001,0.05,2.8,408.0,0.17062727409961945
120,t7dcx8xl20201203,1.0,0.75,1.0,1.0,False,0.9473684210526316,0.9473684210526316,1,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.21243038075253423
121,t9cdwyon20200113,1.0,1.0,0.8,0.6,True,0.95,0.85,0,1.5,0.1,1.5,0.5,0.63,0.706,0.43,0.252,3.6,1208.0,0.04826662062612906
122,tkmy795t20200211,1.0,1.0,0.8,0.8,True,1.0,0.9,0,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.021946905628508692
123,ucnl2x7f20200212,1.0,1.0,0.8,0.8,True,1.0,0.9,0,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.021946905628508692
124,utt2nnyo20200113,0.6,0.8,0.4,0.4,True,0.8,0.55,0,1.0,0.9,0.5,0.9,0.578,0.708,0.38,0.384,2.8,1176.0,0.04632134137378435
125,uy7f303a20201124,1.0,0.8,0.4,0.2,False,1.0,0.6,0,0.5,0.7,0.5,0.5,0.75,0.774,0.29,0.21,3.2,625.0,0.15526321736543613
126,vbv8ea3920201207,1.0,1.0,0.8,0.8,False,1.0,0.9,0,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.021946905628508692
127,vd9r5nk020201111,1.0,0.3333333333333333,0.75,1.0,False,0.8125,0.8125,4,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.46047822243113007
128,vmm0jyvv20200217,0.8,1.0,0.2,0.2,True,0.95,0.55,0,0.5,0.3,1.0,0.7,0.74,0.8740000000000001,0.244,0.128,2.8,543.0,0.0895414243055507
129,vomf13pu20200214,0.0,0.25,0.6666666666666666,0.5,True,1.0,0.4,10,1.5,0.7,0.5,0.5,0.516,0.604,0.436,0.33799999999999997,2.8,1344.0,0.3783752017949027
130,w0wujzqz20201208,0.8,0.6,0.8,0.0,False,0.9,0.55,0,1.5,0.3,2.0,1.0,0.596,0.774,0.44799999999999995,0.19,3.6,1295.0,0.3834075290514433
131,x2qq61ea20200129,1.0,1.0,0.6,0.8,True,0.875,0.8125,4,1.5,0.5,0.5,0.9,0.6,0.65,0.38,0.384,3.6,1322.0,0.12133287545701152
132,x9y7eeqv20201103,0.0,0.2,0.0,0.2,False,1.0,0.1,0,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.17134468185502577
133,xgy75o3f20201206,0.75,0.75,0.75,1.0,False,0.9285714285714286,0.7857142857142857,6,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.22768179549537992
134,y5qncmp920200228,0.6,1.0,0.6,0.2,True,0.9,0.6,0,1.0,0.3,2.0,1.0,0.58,0.888,0.402,0.09,3.6,1055.0,0.08935323161475471
135,y8u8ss9t20201107,0.75,0.6666666666666666,0.6666666666666666,1.0,False,0.8461538461538461,0.7692307692307693,7,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.27144108016289653
136,ygepr20b20201121,1.0,1.0,1.0,1.0,False,0.95,1.0,0,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
137,yr4btkgb20201126,0.8,1.0,0.4,0.6,False,0.9473684210526316,0.6842105263157895,1,0.75,0.1,0.5,0.5,0.618,0.7120000000000001,0.32,0.312,3.2,721.0,0.1379625553063826
138,za0p1wmj20201115,1.0,1.0,1.0,0.8,False,0.95,0.95,0,1.5,0.3,0.5,0.7,0.5579999999999999,0.624,0.46799999999999997,0.376,3.6,1262.0,0.08322860085331243
139,zalhzd5l20201120,1.0,1.0,1.0,1.0,False,0.95,1.0,0,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.094678403028357
140,zes08nnl20201116,0.75,0.5,1.0,0.8,False,0.9411764705882352,0.7647058823529411,3,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.2987083304273027
