mid,ans,bll,lf,mas,ga,DOC,DOI,POC,POI,DOC_sd,DOI_sd,POC_sd,POI_sd
527,0.5,0.1,1,3.6,2,0.692,0.99,0.274,0.022,0.144,0.03,0.149412182,0.046
528,0.5,0.3,0.5,2.8,0.5,0.716,0.806,0.296,0.164,0.140513345,0.122327429,0.149612834,0.109105454
529,0.5,0.3,0.5,3.2,0.5,0.726,0.828,0.288,0.178,0.13536617,0.118389189,0.114262855,0.125363472
530,0.5,0.3,0.5,3.6,0.5,0.702,0.866,0.302,0.146,0.148983221,0.101212647,0.147634684,0.111731822
531,0.5,0.3,0.5,2.8,1,0.718,0.874,0.29,0.104,0.112587744,0.101607086,0.148660687,0.101901914
532,0.5,0.3,0.5,3.2,1,0.754,0.908,0.33,0.094,0.108092553,0.084474848,0.147309199,0.085813752
533,0.5,0.3,0.5,3.6,1,0.744,0.928,0.294,0.074,0.131392542,0.080099938,0.150213182,0.065757129
534,0.5,0.3,0.5,2.8,1.5,0.674,0.924,0.272,0.08,0.182,0.090686272,0.157530949,0.089442719
535,0.5,0.3,0.5,3.2,1.5,0.76,0.938,0.25,0.052,0.129614814,0.077175126,0.15132746,0.069971423
536,0.5,0.3,0.5,3.6,1.5,0.694,0.976,0.272,0.022,0.172522462,0.047159304,0.13272528,0.046
537,0.5,0.3,0.5,2.8,2,0.72,0.972,0.254,0.06,0.146969385,0.049152823,0.14171803,0.072111026
538,0.5,0.3,0.5,3.2,2,0.714,0.98,0.306,0.032,0.121671689,0.04,0.166625328,0.05075431
539,0.5,0.3,0.5,3.6,2,0.724,0.982,0.288,0.014,0.150412765,0.043312816,0.150519102,0.034698703
540,0.5,0.3,0.7,2.8,0.5,0.704,0.84,0.27,0.194,0.142772546,0.107703296,0.120415946,0.136249771
541,0.5,0.3,0.7,3.2,0.5,0.692,0.844,0.282,0.164,0.123028452,0.10031949,0.15961203,0.132302683
542,0.5,0.3,0.7,3.6,0.5,0.726,0.844,0.282,0.146,0.148067552,0.118591737,0.170516861,0.106226174
543,0.5,0.3,0.7,2.8,1,0.74,0.874,0.244,0.128,0.12,0.10919707,0.116893114,0.105905618
544,0.5,0.3,0.7,3.2,1,0.694,0.884,0.276,0.094,0.13915459,0.113771701,0.134996296,0.094678403
545,0.5,0.3,0.7,3.6,1,0.712,0.92,0.26,0.07,0.12749902,0.066332496,0.146969385,0.072801099
546,0.5,0.3,0.7,2.8,1.5,0.75,0.932,0.306,0.072,0.118743421,0.08109254,0.119012604,0.080099938
547,0.5,0.3,0.7,3.2,1.5,0.708,0.948,0.258,0.042,0.146751491,0.072773622,0.144346805,0.066603303
548,0.5,0.3,0.7,3.6,1.5,0.738,0.972,0.236,0.042,0.135484316,0.056709788,0.141081537,0.066603303
549,0.5,0.3,0.7,2.8,2,0.736,0.948,0.278,0.046,0.117915224,0.075471849,0.133101465,0.060695964
550,0.5,0.3,0.7,3.2,2,0.748,0.976,0.28,0.02,0.134521374,0.042708313,0.138564065,0.04
551,0.5,0.3,0.7,3.6,2,0.71,0.99,0.29,0.014,0.123693169,0.03,0.131529464,0.034698703
552,0.5,0.3,0.9,2.8,0.5,0.724,0.818,0.288,0.186,0.164389781,0.108977062,0.165698521,0.126506917
553,0.5,0.3,0.9,3.2,0.5,0.738,0.818,0.284,0.182,0.121474277,0.116086175,0.137637204,0.122784364
554,0.5,0.3,0.9,3.6,0.5,0.72,0.854,0.322,0.182,0.128062485,0.115256236,0.151380316,0.13067517
555,0.5,0.3,0.9,2.8,1,0.702,0.868,0.3,0.122,0.142112631,0.106658333,0.149666295,0.106376689
556,0.5,0.3,0.9,3.2,1,0.696,0.89,0.28,0.09,0.150943698,0.078102497,0.128062485,0.083066239
557,0.5,0.3,0.9,3.6,1,0.71,0.93,0.244,0.086,0.13,0.083066239,0.132905982,0.093829633
558,0.5,0.3,0.9,2.8,1.5,0.692,0.942,0.274,0.056,0.135410487,0.082680106,0.150744817,0.082849261
559,0.5,0.3,0.9,3.2,1.5,0.73,0.95,0.298,0.054,0.133041347,0.057445626,0.143513066,0.066962676
560,0.5,0.3,0.9,3.6,1.5,0.678,0.954,0.27,0.036,0.152695776,0.072691127,0.136014705,0.055713553
561,0.5,0.3,0.9,2.8,2,0.692,0.95,0.256,0.042,0.126237871,0.067082039,0.162677595,0.056885851
562,0.5,0.3,0.9,3.2,2,0.728,0.978,0.26,0.032,0.142884569,0.046,0.145602198,0.058103356
563,0.5,0.3,0.9,3.6,2,0.728,0.99,0.308,0.012,0.151049661,0.03,0.157276826,0.032496154
564,0.5,0.3,1,2.8,0.5,0.724,0.826,0.268,0.194,0.122572428,0.119682914,0.155486334,0.122327429
565,0.5,0.3,1,3.2,0.5,0.704,0.816,0.25,0.188,0.139942845,0.133206606,0.13453624,0.101271911
566,0.5,0.3,1,3.6,0.5,0.704,0.852,0.274,0.15,0.128,0.100478853,0.132378246,0.13
567,0.5,0.3,1,2.8,1,0.698,0.864,0.312,0.116,0.143513066,0.107256701,0.142323575,0.102683981
568,0.5,0.3,1,3.2,1,0.708,0.908,0.322,0.11,0.142604348,0.097652445,0.16036209,0.092195445
569,0.5,0.3,1,3.6,1,0.74,0.92,0.274,0.068,0.157480157,0.08,0.124595345,0.073321211
570,0.5,0.3,1,2.8,1.5,0.702,0.92,0.3,0.064,0.169103519,0.084852814,0.126491106,0.071442284
571,0.5,0.3,1,3.2,1.5,0.712,0.95,0.304,0.036,0.153153518,0.060827625,0.164875711,0.052
572,0.5,0.3,1,3.6,1.5,0.7,0.962,0.328,0.032,0.166132477,0.056178288,0.147023808,0.061449166
573,0.5,0.3,1,2.8,2,0.702,0.934,0.266,0.054,0.119146968,0.076446059,0.147797158,0.075392307
574,0.5,0.3,1,3.2,2,0.742,0.982,0.3,0.04,0.131285947,0.047707442,0.154919334,0.06
575,0.5,0.3,1,3.6,2,0.73,0.98,0.312,0.008,0.143178211,0.04472136,0.155743379,0.02712932
576,0.5,0.5,0.5,2.8,0.5,0.704,0.826,0.306,0.186,0.138506318,0.133880544,0.146164291,0.102
577,0.5,0.5,0.5,3.2,0.5,0.724,0.818,0.29,0.164,0.164389781,0.126,0.157797338,0.136762568
578,0.5,0.5,0.5,3.6,0.5,0.728,0.836,0.298,0.15,0.138621788,0.122898332,0.148983221,0.125299641
579,0.5,0.5,0.5,2.8,1,0.704,0.878,0.304,0.134,0.148270024,0.094424573,0.137054734,0.112445542
580,0.5,0.5,0.5,3.2,1,0.724,0.912,0.3,0.104,0.130476051,0.07909488,0.14832397,0.099919968
581,0.5,0.5,0.5,3.6,1,0.718,0.924,0.296,0.07,0.162098735,0.08138796,0.138506318,0.080622577
582,0.5,0.5,0.5,2.8,1.5,0.692,0.922,0.286,0.092,0.133925352,0.083162492,0.17205813,0.084474848
583,0.5,0.5,0.5,3.2,1.5,0.724,0.954,0.284,0.062,0.134996296,0.053702886,0.14472042,0.059632206
584,0.5,0.5,0.5,3.6,1.5,0.702,0.974,0.276,0.034,0.140698259,0.048207883,0.114122741,0.062
585,0.5,0.5,0.5,2.8,2,0.712,0.958,0.248,0.052,0.116,0.063529521,0.143164241,0.072773622
586,0.5,0.5,0.5,3.2,2,0.746,0.982,0.304,0.03,0.131468627,0.043312816,0.119933315,0.045825757
587,0.5,0.5,0.5,3.6,2,0.732,0.982,0.276,0.02,0.13029198,0.043312816,0.16193826,0.04472136
588,0.5,0.5,0.7,2.8,0.5,0.724,0.792,0.28,0.17,0.139370011,0.107405773,0.149666295,0.13453624
589,0.5,0.5,0.7,3.2,0.5,0.72,0.802,0.264,0.196,0.126491106,0.13489255,0.148,0.123223374
590,0.5,0.5,0.7,3.6,0.5,0.734,0.864,0.26,0.162,0.1436802,0.110923397,0.156204994,0.116430237
591,0.5,0.5,0.7,2.8,1,0.7,0.882,0.26,0.122,0.156204994,0.095268043,0.145602198,0.11187493
592,0.5,0.5,0.7,3.2,1,0.714,0.898,0.27,0.134,0.144235918,0.08829496,0.172336879,0.108830143
593,0.5,0.5,0.7,3.6,1,0.692,0.934,0.288,0.056,0.154712637,0.083928541,0.124322162,0.080399005
594,0.5,0.5,0.7,2.8,1.5,0.708,0.912,0.294,0.074,0.139771242,0.095163018,0.151538774,0.091235958
595,0.5,0.5,0.7,3.2,1.5,0.728,0.942,0.312,0.062,0.152367976,0.075073298,0.151842023,0.077175126
596,0.5,0.5,0.7,3.6,1.5,0.708,0.972,0.248,0.044,0.165939748,0.049152823,0.143164241,0.06374951
597,0.5,0.5,0.7,2.8,2,0.68,0.96,0.312,0.046,0.129614814,0.06,0.153153518,0.057306195
598,0.5,0.5,0.7,3.2,2,0.686,0.966,0.292,0.028,0.121671689,0.051419841,0.116344317,0.049152823
599,0.5,0.5,0.7,3.6,2,0.682,0.98,0.328,0.016,0.165758861,0.04472136,0.1562562,0.036660606
600,0.5,0.5,0.9,2.8,0.5,0.696,0.784,0.286,0.192,0.142772546,0.161691063,0.151009933,0.123028452
601,0.5,0.5,0.9,3.2,0.5,0.694,0.834,0.296,0.174,0.15544774,0.124273891,0.132604676,0.12134249
602,0.5,0.5,0.9,3.6,0.5,0.726,0.864,0.298,0.134,0.159762323,0.107256701,0.124080619,0.101212647
603,0.5,0.5,0.9,2.8,1,0.71,0.878,0.294,0.13,0.13453624,0.100578328,0.151538774,0.106301458
604,0.5,0.5,0.9,3.2,1,0.72,0.886,0.296,0.098,0.146969385,0.111373246,0.15226293,0.076131465
605,0.5,0.5,0.9,3.6,1,0.702,0.94,0.282,0.066,0.136367151,0.069282032,0.138115893,0.06514599
606,0.5,0.5,0.9,2.8,1.5,0.72,0.896,0.272,0.098,0.144222051,0.093722996,0.166180625,0.102936874
607,0.5,0.5,0.9,3.2,1.5,0.736,0.944,0.272,0.068,0.150678466,0.069742383,0.123353152,0.064621978
608,0.5,0.5,0.9,3.6,1.5,0.69,0.968,0.264,0.03,0.144568323,0.05075431,0.155897402,0.045825757
609,0.5,0.5,0.9,2.8,2,0.694,0.954,0.308,0.054,0.159260792,0.063906181,0.146751491,0.063906181
610,0.5,0.5,0.9,3.2,2,0.704,0.968,0.262,0.04,0.153570831,0.058103356,0.126317061,0.063245553
611,0.5,0.5,0.9,3.6,2,0.722,0.978,0.268,0.01,0.117115328,0.046,0.127184905,0.03
612,0.5,0.5,1,2.8,0.5,0.712,0.776,0.268,0.188,0.12592061,0.151736614,0.128747816,0.114262855
613,0.5,0.5,1,3.2,0.5,0.708,0.828,0.302,0.164,0.148108069,0.098061205,0.144899965,0.099518842
614,0.5,0.5,1,3.6,0.5,0.716,0.826,0.278,0.166,0.143331783,0.118,0.134595691,0.132075736
615,0.5,0.5,1,2.8,1,0.726,0.864,0.256,0.134,0.146710599,0.095414884,0.140228385,0.117660529
616,0.5,0.5,1,3.2,1,0.716,0.91,0.282,0.116,0.127059041,0.096436508,0.151907867,0.083330667
617,0.5,0.5,1,3.6,1,0.72,0.942,0.284,0.068,0.118321596,0.075073298,0.147458469,0.08109254
618,0.5,0.5,1,2.8,1.5,0.71,0.912,0.278,0.092,0.141774469,0.103227903,0.150053324,0.095582425
619,0.5,0.5,1,3.2,1.5,0.672,0.954,0.282,0.048,0.128124939,0.066962676,0.133701159,0.060794737
620,0.5,0.5,1,3.6,1.5,0.674,0.95,0.298,0.034,0.133880544,0.083066239,0.130368708,0.051419841
621,0.5,0.5,1,2.8,2,0.71,0.96,0.266,0.056,0.137477271,0.066332496,0.1436802,0.075259551
622,0.5,0.5,1,3.2,2,0.678,0.978,0.318,0.026,0.152695776,0.046,0.179655225,0.048207883
623,0.5,0.5,1,3.6,2,0.7,0.976,0.272,0.018,0.153622915,0.042708313,0.140057131,0.038418745
624,0.5,0.7,0.5,2.8,0.5,0.706,0.808,0.272,0.198,0.13770984,0.119733036,0.134223694,0.124080619
625,0.5,0.7,0.5,3.2,0.5,0.75,0.774,0.29,0.21,0.13,0.142562267,0.143178211,0.131529464
626,0.5,0.7,0.5,3.6,0.5,0.694,0.85,0.306,0.168,0.143401534,0.102469508,0.15544774,0.124
627,0.5,0.7,0.5,2.8,1,0.654,0.864,0.322,0.16,0.160262285,0.114472704,0.140413675,0.114891253
628,0.5,0.7,0.5,3.2,1,0.73,0.902,0.298,0.116,0.128452326,0.081215762,0.114,0.094572723
629,0.5,0.7,0.5,3.6,1,0.728,0.944,0.31,0.068,0.129676521,0.06374951,0.153948043,0.076
630,0.5,0.7,0.5,2.8,1.5,0.732,0.924,0.314,0.066,0.1362938,0.08138796,0.146982992,0.092973114
631,0.5,0.7,0.5,3.2,1.5,0.714,0.942,0.286,0.048,0.120016666,0.080224684,0.102,0.067052218
632,0.5,0.7,0.5,3.6,1.5,0.726,0.972,0.278,0.048,0.168297356,0.060133186,0.126948809,0.067052218
633,0.5,0.7,0.5,2.8,2,0.75,0.944,0.288,0.038,0.141774469,0.082849261,0.121061968,0.052497619
634,0.5,0.7,0.5,3.2,2,0.74,0.962,0.268,0.03,0.144222051,0.059632206,0.124,0.057445626
635,0.5,0.7,0.5,3.6,2,0.708,0.99,0.27,0.01,0.150784615,0.036055513,0.164012195,0.03
636,0.5,0.7,0.7,2.8,0.5,0.676,0.808,0.254,0.174,0.168,0.133925352,0.138866843,0.119682914
637,0.5,0.7,0.7,3.2,0.5,0.712,0.824,0.286,0.19,0.16079801,0.120929732,0.151009933,0.137477271
638,0.5,0.7,0.7,3.6,0.5,0.732,0.856,0.246,0.154,0.137753403,0.102293695,0.120349491,0.116978631
639,0.5,0.7,0.7,2.8,1,0.736,0.886,0.256,0.12,0.142492105,0.089465077,0.149879952,0.12
640,0.5,0.7,0.7,3.2,1,0.74,0.906,0.292,0.116,0.16,0.092541882,0.150784615,0.100717426
641,0.5,0.7,0.7,3.6,1,0.73,0.926,0.278,0.07,0.145945195,0.071582121,0.134595691,0.087749644
642,0.5,0.7,0.7,2.8,1.5,0.708,0.924,0.256,0.094,0.148108069,0.073647811,0.128312119,0.102781321
643,0.5,0.7,0.7,3.2,1.5,0.716,0.944,0.264,0.058,0.148808602,0.069742383,0.153310143,0.075073298
644,0.5,0.7,0.7,3.6,1.5,0.706,0.968,0.27,0.034,0.162984662,0.061449166,0.133041347,0.06514599
645,0.5,0.7,0.7,2.8,2,0.696,0.94,0.308,0.048,0.145547243,0.069282032,0.138332932,0.072773622
646,0.5,0.7,0.7,3.2,2,0.736,0.968,0.282,0.024,0.130782262,0.05075431,0.14239382,0.047159304
647,0.5,0.7,0.7,3.6,2,0.738,0.978,0.254,0.008,0.126317061,0.046,0.128390031,0.02712932
648,0.5,0.7,0.9,2.8,0.5,0.74,0.8,0.308,0.168,0.149666295,0.137113092,0.135410487,0.122376468
649,0.5,0.7,0.9,3.2,0.5,0.732,0.852,0.272,0.21,0.167857082,0.111785509,0.142884569,0.13
650,0.5,0.7,0.9,3.6,0.5,0.664,0.83,0.3,0.138,0.152,0.108166538,0.128062485,0.09568699
651,0.5,0.7,0.9,2.8,1,0.722,0.886,0.292,0.146,0.140413675,0.093829633,0.150784615,0.082969874
652,0.5,0.7,0.9,3.2,1,0.722,0.91,0.296,0.088,0.157848028,0.092195445,0.13558761,0.090862534
653,0.5,0.7,0.9,3.6,1,0.7,0.934,0.284,0.088,0.146969385,0.073783467,0.113771701,0.093037627
654,0.5,0.7,0.9,2.8,1.5,0.666,0.914,0.254,0.078,0.149144226,0.077485483,0.148606864,0.072910905
655,0.5,0.7,0.9,3.2,1.5,0.73,0.954,0.264,0.058,0.131529464,0.057306195,0.124515059,0.075073298
656,0.5,0.7,0.9,3.6,1.5,0.732,0.978,0.274,0.038,0.13029198,0.046,0.107349895,0.048538644
657,0.5,0.7,0.9,2.8,2,0.746,0.954,0.29,0.044,0.148606864,0.060695964,0.128452326,0.075259551
658,0.5,0.7,0.9,3.2,2,0.72,0.972,0.22,0.024,0.145602198,0.056709788,0.121655251,0.047159304
659,0.5,0.7,0.9,3.6,2,0.74,0.988,0.284,0.016,0.150996689,0.032496154,0.155383397,0.036660606
660,0.5,0.7,1,2.8,0.5,0.74,0.79,0.282,0.224,0.134164079,0.122065556,0.129135588,0.140797727
661,0.5,0.7,1,3.2,0.5,0.726,0.816,0.25,0.168,0.138289551,0.110199819,0.125299641,0.106658333
662,0.5,0.7,1,3.6,0.5,0.728,0.878,0.286,0.118,0.131209756,0.115394974,0.142842571,0.116086175
663,0.5,0.7,1,2.8,1,0.7,0.886,0.316,0.132,0.158745079,0.102,0.140513345,0.122376468
664,0.5,0.7,1,3.2,1,0.702,0.878,0.266,0.1,0.128825463,0.113648581,0.147797158,0.09797959
665,0.5,0.7,1,3.6,1,0.74,0.92,0.266,0.094,0.137113092,0.089442719,0.147797158,0.090354856
666,0.5,0.7,1,2.8,1.5,0.742,0.94,0.306,0.076,0.135779233,0.063245553,0.154155765,0.086162637
667,0.5,0.7,1,3.2,1.5,0.68,0.932,0.284,0.056,0.145602198,0.078587531,0.143331783,0.072553429
668,0.5,0.7,1,3.6,1.5,0.702,0.946,0.288,0.032,0.143513066,0.066962676,0.157022291,0.054552727
669,0.5,0.7,1,2.8,2,0.672,0.97,0.28,0.03,0.128124939,0.05,0.134164079,0.05
670,0.5,0.7,1,3.2,2,0.692,0.98,0.266,0.02,0.142604348,0.04,0.136543034,0.048989795
671,0.5,0.7,1,3.6,2,0.69,0.992,0.308,0.016,0.141774469,0.02712932,0.150784615,0.046303348
672,0.5,0.9,0.5,2.8,0.5,0.732,0.842,0.28,0.232,0.128747816,0.135779233,0.132664992,0.115654658
673,0.5,0.9,0.5,3.2,0.5,0.73,0.838,0.304,0.182,0.171172428,0.116430237,0.162431524,0.132196823
674,0.5,0.9,0.5,3.6,0.5,0.704,0.846,0.318,0.162,0.168475518,0.14171803,0.14239382,0.121474277
675,0.5,0.9,0.5,2.8,1,0.706,0.866,0.254,0.108,0.143401534,0.11065261,0.111731822,0.095582425
676,0.5,0.9,0.5,3.2,1,0.742,0.886,0.316,0.096,0.131285947,0.09593748,0.14472042,0.095833188
677,0.5,0.9,0.5,3.6,1,0.736,0.916,0.248,0.078,0.154609185,0.088,0.148647233,0.092282176
678,0.5,0.9,0.5,2.8,1.5,0.724,0.92,0.276,0.072,0.151736614,0.089442719,0.132,0.077562878
679,0.5,0.9,0.5,3.2,1.5,0.692,0.934,0.264,0.062,0.124643492,0.083928541,0.127687118,0.089196412
680,0.5,0.9,0.5,3.6,1.5,0.7,0.966,0.258,0.032,0.142828569,0.051419841,0.162591513,0.054552727
681,0.5,0.9,0.5,2.8,2,0.692,0.944,0.258,0.042,0.109252002,0.066813172,0.137244308,0.066603303
682,0.5,0.9,0.5,3.2,2,0.722,0.962,0.282,0.028,0.13607351,0.052497619,0.140982268,0.053065997
683,0.5,0.9,0.5,3.6,2,0.706,0.982,0.276,0.008,0.162984662,0.038418745,0.132,0.02712932
684,0.5,0.9,0.7,2.8,0.5,0.746,0.84,0.258,0.194,0.138866843,0.113137085,0.170985379,0.146164291
685,0.5,0.9,0.7,3.2,0.5,0.724,0.828,0.288,0.178,0.136469777,0.126554336,0.121061968,0.13607351
686,0.5,0.9,0.7,3.6,0.5,0.732,0.844,0.242,0.17,0.166661333,0.118591737,0.129753613,0.106301458
687,0.5,0.9,0.7,2.8,1,0.702,0.868,0.278,0.136,0.122458156,0.098873657,0.16036209,0.121260051
688,0.5,0.9,0.7,3.2,1,0.7,0.912,0.268,0.108,0.118321596,0.081584312,0.15803797,0.08908423
689,0.5,0.9,0.7,3.6,1,0.714,0.932,0.276,0.08,0.121671689,0.094741754,0.154350251,0.087177979
690,0.5,0.9,0.7,2.8,1.5,0.69,0.926,0.276,0.088,0.153948043,0.074323617,0.153049012,0.090862534
691,0.5,0.9,0.7,3.2,1.5,0.702,0.96,0.276,0.04,0.137825977,0.056568542,0.137927517,0.063245553
692,0.5,0.9,0.7,3.6,1.5,0.682,0.958,0.282,0.038,0.163327891,0.063529521,0.155807574,0.056178288
693,0.5,0.9,0.7,2.8,2,0.696,0.962,0.298,0.056,0.139942845,0.059632206,0.139269523,0.080399005
694,0.5,0.9,0.7,3.2,2,0.706,0.976,0.304,0.018,0.158,0.051224994,0.14416657,0.038418745
695,0.5,0.9,0.7,3.6,2,0.718,0.986,0.258,0.018,0.136660162,0.034698703,0.14572577,0.038418745
696,0.5,0.9,0.9,2.8,0.5,0.704,0.79,0.322,0.194,0.134104437,0.136014705,0.134595691,0.115602768
697,0.5,0.9,0.9,3.2,0.5,0.732,0.84,0.31,0.18,0.106658333,0.121655251,0.133041347,0.121655251
698,0.5,0.9,0.9,3.6,0.5,0.736,0.846,0.274,0.14,0.133805829,0.106226174,0.142562267,0.1356466
699,0.5,0.9,0.9,2.8,1,0.72,0.888,0.266,0.156,0.137113092,0.101271911,0.115948264,0.113419575
700,0.5,0.9,0.9,3.2,1,0.728,0.902,0.32,0.094,0.145657132,0.102936874,0.149666295,0.100816665
701,0.5,0.9,0.9,3.6,1,0.684,0.88,0.274,0.078,0.14472042,0.113137085,0.136835668,0.085533619
702,0.5,0.9,0.9,2.8,1.5,0.716,0.902,0.296,0.09,0.09243376,0.096932967,0.166084316,0.087749644
703,0.5,0.9,0.9,3.2,1.5,0.734,0.936,0.284,0.042,0.121012396,0.088904443,0.113771701,0.07236021
704,0.5,0.9,0.9,3.6,1.5,0.724,0.968,0.286,0.034,0.136469777,0.058103356,0.131164019,0.055172457
705,0.5,0.9,0.9,2.8,2,0.69,0.934,0.292,0.056,0.131529464,0.083928541,0.158543369,0.085229103
706,0.5,0.9,0.9,3.2,2,0.706,0.966,0.264,0.024,0.166625328,0.062,0.133805829,0.051224994
707,0.5,0.9,0.9,3.6,2,0.73,0.992,0.288,0.01,0.118743421,0.02712932,0.147837749,0.03
708,0.5,0.9,1,2.8,0.5,0.744,0.8,0.262,0.208,0.137346278,0.109544512,0.136952547,0.118050837
709,0.5,0.9,1,3.2,0.5,0.704,0.822,0.26,0.204,0.146914941,0.113648581,0.129614814,0.14416657
710,0.5,0.9,1,3.6,0.5,0.724,0.846,0.294,0.144,0.136469777,0.111731822,0.113859563,0.089799777
711,0.5,0.9,1,2.8,1,0.738,0.87,0.286,0.13,0.15347964,0.100498756,0.124915972,0.067082039
712,0.5,0.9,1,3.2,1,0.708,0.9,0.272,0.104,0.135410487,0.1,0.131209756,0.089353232
713,0.5,0.9,1,3.6,1,0.724,0.932,0.306,0.078,0.149077161,0.070540768,0.125554769,0.078204859
714,0.5,0.9,1,2.8,1.5,0.7,0.924,0.308,0.066,0.153622915,0.078892332,0.142604348,0.081510735
715,0.5,0.9,1,3.2,1.5,0.738,0.946,0.264,0.048,0.134,0.085346353,0.141081537,0.069971423
716,0.5,0.9,1,3.6,1.5,0.728,0.962,0.27,0.04,0.131209756,0.052497619,0.15,0.056568542
717,0.5,0.9,1,2.8,2,0.744,0.964,0.238,0.052,0.135882302,0.052,0.14951923,0.060794737
718,0.5,0.9,1,3.2,2,0.724,0.978,0.306,0.022,0.120929732,0.04142463,0.154155765,0.046
719,0.5,0.9,1,3.6,2,0.74,0.982,0.284,0.016,0.142828569,0.038418745,0.120598507,0.036660606
720,0.75,0.1,0.5,2.8,0.5,0.648,0.742,0.306,0.278,0.129984614,0.148445276,0.151538774,0.133101465
721,0.75,0.1,0.5,3.2,0.5,0.618,0.712,0.32,0.312,0.147905375,0.158290871,0.164924225,0.129058126
722,0.75,0.1,0.5,3.6,0.5,0.664,0.774,0.362,0.284,0.162185079,0.132378246,0.119816526,0.139082709
723,0.75,0.1,0.5,2.8,1,0.664,0.766,0.344,0.24,0.13821722,0.142281411,0.148539557,0.13114877
724,0.75,0.1,0.5,3.2,1,0.648,0.804,0.326,0.166,0.147295621,0.113066352,0.142562267,0.095099947
725,0.75,0.1,0.5,3.6,1,0.672,0.806,0.346,0.172,0.121720992,0.120681399,0.137419067,0.116687617
726,0.75,0.1,0.5,2.8,1.5,0.66,0.842,0.358,0.168,0.162480768,0.109708705,0.15111585,0.124
727,0.75,0.1,0.5,3.2,1.5,0.636,0.866,0.316,0.12,0.148,0.086278618,0.156665248,0.113137085
728,0.75,0.1,0.5,3.6,1.5,0.666,0.886,0.35,0.11,0.121012396,0.09593748,0.183575598,0.113578167
729,0.75,0.1,0.5,2.8,2,0.656,0.86,0.414,0.13,0.152525408,0.111355287,0.153635933,0.104403065
730,0.75,0.1,0.5,3.2,2,0.632,0.93,0.34,0.068,0.133326666,0.096436508,0.116619038,0.067646138
731,0.75,0.1,0.5,3.6,2,0.656,0.952,0.346,0.056,0.138794813,0.078076885,0.144512975,0.069742383
732,0.75,0.1,0.7,2.8,0.5,0.62,0.712,0.334,0.282,0.167332005,0.151842023,0.139441744,0.133701159
733,0.75,0.1,0.7,3.2,0.5,0.644,0.718,0.358,0.27,0.161443489,0.160860188,0.14572577,0.136014705
734,0.75,0.1,0.7,3.6,0.5,0.654,0.746,0.368,0.252,0.151274585,0.166385095,0.122376468,0.137462722
735,0.75,0.1,0.7,2.8,1,0.614,0.758,0.348,0.21,0.126506917,0.113296072,0.148647233,0.141774469
736,0.75,0.1,0.7,3.2,1,0.646,0.788,0.338,0.194,0.165178691,0.146478667,0.138405202,0.123951603
737,0.75,0.1,0.7,3.6,1,0.664,0.832,0.364,0.164,0.149345238,0.090421236,0.139656722,0.139656722
738,0.75,0.1,0.7,2.8,1.5,0.664,0.844,0.34,0.182,0.157175062,0.096249675,0.141421356,0.116086175
739,0.75,0.1,0.7,3.2,1.5,0.666,0.848,0.38,0.15,0.1464377,0.12204917,0.161245155,0.123693169
740,0.75,0.1,0.7,3.6,1.5,0.636,0.9,0.326,0.104,0.157175062,0.089442719,0.143958327,0.089353232
741,0.75,0.1,0.7,2.8,2,0.666,0.87,0.358,0.12,0.160760692,0.098488578,0.167439541,0.111355287
742,0.75,0.1,0.7,3.2,2,0.65,0.914,0.316,0.112,0.161554944,0.091673333,0.113771701,0.097241966
743,0.75,0.1,0.7,3.6,2,0.652,0.924,0.362,0.066,0.147295621,0.078892332,0.152170956,0.0681469
744,0.75,0.1,0.9,2.8,0.5,0.644,0.746,0.38,0.298,0.143052438,0.143122325,0.134164079,0.137825977
745,0.75,0.1,0.9,3.2,0.5,0.644,0.744,0.336,0.3,0.149879952,0.11516944,0.122898332,0.161245155
746,0.75,0.1,0.9,3.6,0.5,0.678,0.78,0.342,0.26,0.164060964,0.137113092,0.149786515,0.128062485
747,0.75,0.1,0.9,2.8,1,0.636,0.794,0.366,0.216,0.168237927,0.122327429,0.153114336,0.14472042
748,0.75,0.1,0.9,3.2,1,0.636,0.802,0.348,0.184,0.13821722,0.112231903,0.164,0.128623482
749,0.75,0.1,0.9,3.6,1,0.62,0.828,0.322,0.152,0.162480768,0.120066648,0.123757828,0.115308282
750,0.75,0.1,0.9,2.8,1.5,0.652,0.842,0.36,0.178,0.144554488,0.104096109,0.144222051,0.141830885
751,0.75,0.1,0.9,3.2,1.5,0.644,0.876,0.388,0.134,0.171067238,0.094994737,0.142323575,0.112445542
752,0.75,0.1,0.9,3.6,1.5,0.66,0.868,0.352,0.108,0.14,0.094741754,0.137462722,0.086810138
753,0.75,0.1,0.9,2.8,2,0.638,0.888,0.322,0.132,0.124723695,0.081584312,0.147363496,0.094741754
754,0.75,0.1,0.9,3.2,2,0.658,0.9,0.372,0.082,0.120149906,0.10198039,0.141477913,0.090972523
755,0.75,0.1,0.9,3.6,2,0.652,0.934,0.326,0.062,0.118726577,0.086278618,0.153375357,0.074538581
756,0.75,0.1,1,2.8,0.5,0.654,0.724,0.38,0.302,0.153896069,0.150412765,0.129614814,0.140698259
757,0.75,0.1,1,3.2,0.5,0.632,0.734,0.366,0.28,0.128747816,0.145065502,0.147797158,0.157480157
758,0.75,0.1,1,3.6,0.5,0.688,0.766,0.314,0.23,0.146478667,0.112445542,0.157492857,0.120415946
