mid,ans,bll,lf,mas,ga,DOC,DOI,POC,POI,DOC_sd,DOI_sd,POC_sd,POI_sd
281,0.25,0.1,1,3.6,1,0.848,0.994,0.136,0.002,0.094318609,0.023748684,0.117915224,0.014
282,0.25,0.1,1,2.8,1.5,0.882,0.994,0.142,0.004,0.112587744,0.023748684,0.106,0.019595918
283,0.25,0.1,1,3.2,1.5,0.9,1,0.146,0,0.105830052,0,0.115256236,0
284,0.25,0.1,1,3.6,1.5,0.864,1,0.096,0.002,0.09329523,0,0.116550418,0.014
285,0.25,0.1,1,2.8,2,0.876,1,0.118,0,0.099116094,0,0.088746831,0
286,0.25,0.1,1,3.2,2,0.852,0.998,0.124,0,0.111785509,0.014,0.101113797,0
287,0.25,0.1,1,3.6,2,0.892,1,0.138,0,0.116344317,0,0.112942463,0
288,0.25,0.3,0.5,2.8,0.5,0.852,0.948,0.142,0.046,0.106282642,0.067052218,0.113296072,0.057306195
289,0.25,0.3,0.5,3.2,0.5,0.884,0.952,0.128,0.034,0.090244113,0.067052218,0.100079968,0.055172457
290,0.25,0.3,0.5,3.6,0.5,0.856,0.97,0.124,0.024,0.11516944,0.053851648,0.101113797,0.047159304
291,0.25,0.3,0.5,2.8,1,0.866,0.992,0.142,0.012,0.105090437,0.02712932,0.120149906,0.032496154
292,0.25,0.3,0.5,3.2,1,0.89,0.988,0.124,0.002,0.118743421,0.032496154,0.10307279,0.014
293,0.25,0.3,0.5,3.6,1,0.864,0.994,0.14,0,0.097488461,0.023748684,0.103923048,0
294,0.25,0.3,0.5,2.8,1.5,0.852,0.998,0.118,0.004,0.106282642,0.014,0.101370607,0.019595918
295,0.25,0.3,0.5,3.2,1.5,0.864,0.998,0.136,0.004,0.103460137,0.014,0.110923397,0.019595918
296,0.25,0.3,0.5,3.6,1.5,0.86,1,0.128,0.002,0.10198039,0,0.105905618,0.014
297,0.25,0.3,0.5,2.8,2,0.892,0.998,0.16,0,0.103614671,0.014,0.114891253,0
298,0.25,0.3,0.5,3.2,2,0.864,1,0.124,0,0.09329523,0,0.097077289,0
299,0.25,0.3,0.5,3.6,2,0.878,1,0.132,0,0.106376689,0,0.10851728,0
300,0.25,0.3,0.7,2.8,0.5,0.868,0.956,0.142,0.058,0.112142766,0.066813172,0.115047816,0.069541355
301,0.25,0.3,0.7,3.2,0.5,0.876,0.962,0.116,0.032,0.099116094,0.059632206,0.090244113,0.054552727
302,0.25,0.3,0.7,3.6,0.5,0.914,0.992,0.138,0.038,0.09593748,0.02712932,0.121474277,0.048538644
303,0.25,0.3,0.7,2.8,1,0.852,0.98,0.152,0.014,0.111785509,0.04472136,0.109981817,0.034698703
304,0.25,0.3,0.7,3.2,1,0.872,0.994,0.128,0.008,0.102058807,0.023748684,0.096,0.02712932
305,0.25,0.3,0.7,3.6,1,0.862,0.996,0.14,0.008,0.109343495,0.019595918,0.09797959,0.02712932
306,0.25,0.3,0.7,2.8,1.5,0.856,0.996,0.122,0.008,0.113419575,0.019595918,0.118810774,0.02712932
307,0.25,0.3,0.7,3.2,1.5,0.868,0.996,0.106,0,0.10851728,0.019595918,0.096767763,0
308,0.25,0.3,0.7,3.6,1.5,0.838,0.996,0.128,0,0.127890578,0.019595918,0.104,0
309,0.25,0.3,0.7,2.8,2,0.878,1,0.124,0.002,0.11187493,0,0.099116094,0.014
310,0.25,0.3,0.7,3.2,2,0.89,1,0.128,0,0.102469508,0,0.107777549,0
311,0.25,0.3,0.7,3.6,2,0.856,1,0.15,0,0.104230514,0,0.094339811,0
312,0.25,0.3,0.9,2.8,0.5,0.872,0.948,0.112,0.048,0.089532117,0.080597767,0.105147515,0.060794737
313,0.25,0.3,0.9,3.2,0.5,0.884,0.96,0.156,0.03,0.110199819,0.056568542,0.111642286,0.053851648
314,0.25,0.3,0.9,3.6,0.5,0.832,0.98,0.144,0.03,0.148916084,0.04,0.108,0.05
315,0.25,0.3,0.9,2.8,1,0.862,0.978,0.118,0.016,0.103711137,0.046,0.101370607,0.036660606
316,0.25,0.3,0.9,3.2,1,0.858,1,0.13,0.004,0.09816313,0,0.102469508,0.019595918
317,0.25,0.3,0.9,3.6,1,0.87,0.998,0.144,0.01,0.115325626,0.014,0.123547562,0.03
318,0.25,0.3,0.9,2.8,1.5,0.848,0.998,0.132,0.004,0.108148047,0.014,0.104766407,0.019595918
319,0.25,0.3,0.9,3.2,1.5,0.89,0.994,0.13,0,0.085440037,0.031048349,0.098488578,0
320,0.25,0.3,0.9,3.6,1.5,0.876,1,0.144,0,0.090686272,0,0.108,0
321,0.25,0.3,0.9,2.8,2,0.858,0.998,0.128,0,0.128202964,0.014,0.100079968,0
322,0.25,0.3,0.9,3.2,2,0.884,1,0.134,0,0.094572723,0,0.099216934,0
323,0.25,0.3,0.9,3.6,2,0.898,1,0.12,0,0.086,0,0.087177979,0
324,0.25,0.3,1,2.8,0.5,0.868,0.96,0.132,0.042,0.085883642,0.06,0.098873657,0.069541355
325,0.25,0.3,1,3.2,0.5,0.872,0.958,0.158,0.03,0.074939976,0.063529521,0.12180312,0.053851648
326,0.25,0.3,1,3.6,0.5,0.872,0.972,0.134,0.036,0.124963995,0.044899889,0.103169763,0.052
327,0.25,0.3,1,2.8,1,0.876,0.98,0.144,0.012,0.092865494,0.04,0.10031949,0.032496154
328,0.25,0.3,1,3.2,1,0.862,0.988,0.114,0.01,0.09568699,0.032496154,0.098,0.03
329,0.25,0.3,1,3.6,1,0.872,0.99,0.13,0.008,0.096,0.036055513,0.11,0.02712932
330,0.25,0.3,1,2.8,1.5,0.862,0.998,0.136,0.004,0.124723695,0.014,0.112712022,0.019595918
331,0.25,0.3,1,3.2,1.5,0.886,1,0.112,0,0.103942292,0,0.099277389,0
332,0.25,0.3,1,3.6,1.5,0.888,0.998,0.146,0.002,0.122702893,0.014,0.143122325,0.014
333,0.25,0.3,1,2.8,2,0.898,1,0.128,0.002,0.098974744,0,0.098061205,0.014
334,0.25,0.3,1,3.2,2,0.87,0.998,0.11,0.002,0.113578167,0.014,0.108166538,0.014
335,0.25,0.3,1,3.6,2,0.852,1,0.132,0,0.133026313,0,0.115654658,0
336,0.25,0.5,0.5,2.8,0.5,0.878,0.952,0.142,0.06,0.100578328,0.069971423,0.09816313,0.069282032
337,0.25,0.5,0.5,3.2,0.5,0.872,0.964,0.132,0.038,0.120066648,0.059194594,0.119063009,0.068963759
338,0.25,0.5,0.5,3.6,0.5,0.886,0.99,0.142,0.03,0.102,0.03,0.104096109,0.05
339,0.25,0.5,0.5,2.8,1,0.862,0.992,0.124,0.018,0.121474277,0.02712932,0.106883114,0.047707442
340,0.25,0.5,0.5,3.2,1,0.884,0.988,0.106,0.008,0.113771701,0.032496154,0.098812955,0.02712932
341,0.25,0.5,0.5,3.6,1,0.862,0.998,0.144,0.004,0.116430237,0.014,0.108,0.019595918
342,0.25,0.5,0.5,2.8,1.5,0.872,0.996,0.132,0.008,0.093893557,0.019595918,0.106658333,0.033704599
343,0.25,0.5,0.5,3.2,1.5,0.87,0.996,0.13,0.002,0.106301458,0.019595918,0.113578167,0.014
344,0.25,0.5,0.5,3.6,1.5,0.9,1,0.134,0,0.084852814,0,0.11065261,0
345,0.25,0.5,0.5,2.8,2,0.838,1,0.11,0,0.116430237,0,0.098488578,0
346,0.25,0.5,0.5,3.2,2,0.824,1,0.122,0,0.124193398,0,0.096519428,0
347,0.25,0.5,0.5,3.6,2,0.89,1,0.126,0,0.09,0,0.097590983,0
348,0.25,0.5,0.7,2.8,0.5,0.852,0.958,0.142,0.042,0.104383907,0.066603303,0.118473626,0.066603303
349,0.25,0.5,0.7,3.2,0.5,0.836,0.97,0.114,0.034,0.133805829,0.045825757,0.109562767,0.051419841
350,0.25,0.5,0.7,3.6,0.5,0.848,0.966,0.142,0.034,0.117029911,0.055172457,0.125043992,0.055172457
351,0.25,0.5,0.7,2.8,1,0.86,0.984,0.146,0.016,0.121655251,0.036660606,0.102391406,0.036660606
352,0.25,0.5,0.7,3.2,1,0.858,0.996,0.144,0.006,0.104096109,0.019595918,0.106131993,0.023748684
353,0.25,0.5,0.7,3.6,1,0.884,0.988,0.138,0.006,0.096664368,0.032496154,0.107498837,0.023748684
354,0.25,0.5,0.7,2.8,1.5,0.868,0.99,0.102,0.008,0.102839681,0.03,0.098974744,0.02712932
355,0.25,0.5,0.7,3.2,1.5,0.874,0.996,0.112,0.004,0.112800709,0.019595918,0.103227903,0.019595918
356,0.25,0.5,0.7,3.6,1.5,0.846,0.998,0.128,0,0.11867603,0.014,0.118389189,0
357,0.25,0.5,0.7,2.8,2,0.872,1,0.132,0.002,0.098061205,0,0.112142766,0.014
358,0.25,0.5,0.7,3.2,2,0.868,1,0.14,0,0.100876162,0,0.118321596,0
359,0.25,0.5,0.7,3.6,2,0.878,1,0.126,0,0.110072703,0,0.119682914,0
360,0.25,0.5,0.9,2.8,0.5,0.88,0.962,0.126,0.058,0.091651514,0.066,0.097590983,0.069541355
361,0.25,0.5,0.9,3.2,0.5,0.876,0.956,0.12,0.032,0.092865494,0.060530984,0.09591663,0.061449166
362,0.25,0.5,0.9,3.6,0.5,0.88,0.958,0.144,0.02,0.093808315,0.056885851,0.109836242,0.04
363,0.25,0.5,0.9,2.8,1,0.88,0.98,0.09,0.01,0.077459667,0.04,0.087749644,0.03
364,0.25,0.5,0.9,3.2,1,0.876,0.998,0.116,0.008,0.088453378,0.014,0.102683981,0.02712932
365,0.25,0.5,0.9,3.6,1,0.862,0.992,0.126,0.002,0.109343495,0.02712932,0.10919707,0.014
366,0.25,0.5,0.9,2.8,1.5,0.876,0.994,0.104,0.004,0.090686272,0.023748684,0.095833188,0.019595918
367,0.25,0.5,0.9,3.2,1.5,0.85,1,0.114,0.002,0.115325626,0,0.113154761,0.014
368,0.25,0.5,0.9,3.6,1.5,0.896,1,0.144,0,0.08475848,0,0.111642286,0
369,0.25,0.5,0.9,2.8,2,0.88,0.996,0.128,0.004,0.10198039,0.019595918,0.134223694,0.019595918
370,0.25,0.5,0.9,3.2,2,0.854,1,0.118,0,0.122,0,0.101370607,0
371,0.25,0.5,0.9,3.6,2,0.874,1,0.126,0,0.093402355,0,0.099619275,0
372,0.25,0.5,1,2.8,0.5,0.86,0.958,0.148,0.04,0.113137085,0.060299254,0.098468269,0.052915026
373,0.25,0.5,1,3.2,0.5,0.888,0.954,0.108,0.046,0.088634079,0.060695964,0.10166612,0.066962676
374,0.25,0.5,1,3.6,0.5,0.89,0.976,0.122,0.034,0.108166538,0.051224994,0.098569772,0.051419841
375,0.25,0.5,1,2.8,1,0.844,0.982,0.15,0.022,0.108,0.038418745,0.118743421,0.046
376,0.25,0.5,1,3.2,1,0.868,0.996,0.13,0.008,0.090421236,0.019595918,0.104403065,0.033704599
377,0.25,0.5,1,3.6,1,0.878,0.99,0.12,0.008,0.083162492,0.03,0.114891253,0.033704599
378,0.25,0.5,1,2.8,1.5,0.87,0.996,0.12,0.004,0.118743421,0.019595918,0.093808315,0.019595918
379,0.25,0.5,1,3.2,1.5,0.856,1,0.126,0.006,0.121918005,0,0.093402355,0.023748684
380,0.25,0.5,1,3.6,1.5,0.87,1,0.156,0,0.108166538,0,0.140228385,0
381,0.25,0.5,1,2.8,2,0.874,0.998,0.116,0,0.095519631,0.014,0.115516233,0
382,0.25,0.5,1,3.2,2,0.884,1,0.144,0,0.090244113,0,0.108,0
383,0.25,0.5,1,3.6,2,0.866,1,0.142,0,0.106976633,0,0.123434193,0
384,0.25,0.7,0.5,2.8,0.5,0.856,0.946,0.14,0.056,0.118591737,0.063906181,0.091651514,0.066813172
385,0.25,0.7,0.5,3.2,0.5,0.872,0.958,0.14,0.048,0.102058807,0.069541355,0.111355287,0.075471849
386,0.25,0.7,0.5,3.6,0.5,0.874,0.972,0.136,0.036,0.099619275,0.053065997,0.112712022,0.055713553
387,0.25,0.7,0.5,2.8,1,0.882,0.994,0.132,0.03,0.108977062,0.023748684,0.106658333,0.053851648
388,0.25,0.7,0.5,3.2,1,0.836,0.988,0.126,0.002,0.105375519,0.032496154,0.111013513,0.014
389,0.25,0.7,0.5,3.6,1,0.87,1,0.11,0,0.102469508,0,0.092195445,0
390,0.25,0.7,0.5,2.8,1.5,0.872,0.998,0.132,0.002,0.114960863,0.014,0.092606695,0.014
391,0.25,0.7,0.5,3.2,1.5,0.866,0.996,0.124,0.002,0.099216934,0.019595918,0.106883114,0.014
392,0.25,0.7,0.5,3.6,1.5,0.862,1,0.11,0,0.105621967,0,0.087749644,0
393,0.25,0.7,0.5,2.8,2,0.87,0.998,0.118,0,0.087749644,0.014,0.105242577,0
394,0.25,0.7,0.5,3.2,2,0.866,0.998,0.12,0,0.105090437,0.014,0.12,0
395,0.25,0.7,0.5,3.6,2,0.864,1,0.122,0,0.103460137,0,0.104479663,0
396,0.25,0.7,0.7,2.8,0.5,0.868,0.954,0.138,0.066,0.104766407,0.057306195,0.086925255,0.0681469
397,0.25,0.7,0.7,3.2,0.5,0.856,0.96,0.142,0.042,0.092,0.063245553,0.118473626,0.069541355
398,0.25,0.7,0.7,3.6,0.5,0.866,0.97,0.154,0.026,0.099216934,0.053851648,0.100419122,0.052191953
399,0.25,0.7,0.7,2.8,1,0.874,0.98,0.128,0.016,0.107349895,0.04,0.124963995,0.036660606
400,0.25,0.7,0.7,3.2,1,0.882,0.998,0.128,0.006,0.116086175,0.014,0.100079968,0.023748684
401,0.25,0.7,0.7,3.6,1,0.878,0.998,0.136,0.004,0.087840765,0.014,0.103460137,0.019595918
402,0.25,0.7,0.7,2.8,1.5,0.866,0.994,0.12,0.008,0.105090437,0.023748684,0.09797959,0.02712932
403,0.25,0.7,0.7,3.2,1.5,0.864,0.998,0.13,0,0.107256701,0.014,0.11,0
404,0.25,0.7,0.7,3.6,1.5,0.864,1,0.128,0.002,0.112712022,0,0.102058807,0.014
405,0.25,0.7,0.7,2.8,2,0.858,1,0.136,0.002,0.09610411,0,0.114472704,0.014
406,0.25,0.7,0.7,3.2,2,0.87,0.998,0.126,0.002,0.100498756,0.014,0.107349895,0.014
407,0.25,0.7,0.7,3.6,2,0.834,1,0.158,0,0.11065261,0,0.132800602,0
408,0.25,0.7,0.9,2.8,0.5,0.858,0.962,0.088,0.05,0.09610411,0.056178288,0.095163018,0.064031242
409,0.25,0.7,0.9,3.2,0.5,0.854,0.956,0.162,0.044,0.098407317,0.066813172,0.116430237,0.06374951
410,0.25,0.7,0.9,3.6,0.5,0.892,0.97,0.124,0.022,0.10166612,0.05,0.108738218,0.050159745
411,0.25,0.7,0.9,2.8,1,0.864,0.988,0.132,0.026,0.116206712,0.032496154,0.119063009,0.048207883
412,0.25,0.7,0.9,3.2,1,0.876,0.984,0.138,0.014,0.090686272,0.041761226,0.119816526,0.034698703
413,0.25,0.7,0.9,3.6,1,0.858,0.994,0.13,0.006,0.106,0.023748684,0.11,0.023748684
414,0.25,0.7,0.9,2.8,1.5,0.874,0.996,0.128,0.008,0.111013513,0.019595918,0.111427106,0.02712932
415,0.25,0.7,0.9,3.2,1.5,0.88,0.996,0.132,0,0.093808315,0.019595918,0.13029198,0
416,0.25,0.7,0.9,3.6,1.5,0.902,1,0.148,0,0.092714616,0,0.134521374,0
417,0.25,0.7,0.9,2.8,2,0.86,0.998,0.154,0.002,0.111355287,0.014,0.11867603,0.014
418,0.25,0.7,0.9,3.2,2,0.864,0.998,0.134,0,0.107256701,0.014,0.108830143,0
419,0.25,0.7,0.9,3.6,2,0.878,1,0.158,0,0.090088845,0,0.12180312,0
420,0.25,0.7,1,2.8,0.5,0.89,0.948,0.134,0.044,0.100498756,0.069971423,0.11065261,0.053516353
421,0.25,0.7,1,3.2,0.5,0.864,0.962,0.132,0.05,0.105375519,0.059632206,0.094741754,0.072801099
422,0.25,0.7,1,3.6,0.5,0.878,0.966,0.14,0.036,0.115394974,0.055172457,0.10198039,0.052
423,0.25,0.7,1,2.8,1,0.876,0.984,0.118,0.022,0.086162637,0.036660606,0.116086175,0.046
424,0.25,0.7,1,3.2,1,0.848,0.994,0.122,0.018,0.115308282,0.023748684,0.110072703,0.038418745
425,0.25,0.7,1,3.6,1,0.884,0.998,0.12,0.006,0.100717426,0.014,0.107703296,0.023748684
426,0.25,0.7,1,2.8,1.5,0.898,0.994,0.146,0.002,0.086,0.023748684,0.113507709,0.014
427,0.25,0.7,1,3.2,1.5,0.86,1,0.132,0.002,0.111355287,0,0.113912247,0.014
428,0.25,0.7,1,3.6,1.5,0.868,1,0.136,0.002,0.10851728,0,0.105375519,0.014
429,0.25,0.7,1,2.8,2,0.86,1,0.152,0.002,0.134164079,0,0.089977775,0.014
430,0.25,0.7,1,3.2,2,0.866,1,0.126,0.002,0.115948264,0,0.101607086,0.014
431,0.25,0.7,1,3.6,2,0.868,1,0.12,0,0.100876162,0,0.103923048,0
432,0.25,0.9,0.5,2.8,0.5,0.892,0.95,0.096,0.046,0.086810138,0.067082039,0.10384604,0.063906181
433,0.25,0.9,0.5,3.2,0.5,0.866,0.952,0.142,0.034,0.11065261,0.067052218,0.107870292,0.058685603
434,0.25,0.9,0.5,3.6,0.5,0.854,0.956,0.13,0.03,0.111731822,0.06374951,0.106301458,0.064031242
435,0.25,0.9,0.5,2.8,1,0.868,0.982,0.128,0.016,0.100876162,0.043312816,0.107777549,0.036660606
436,0.25,0.9,0.5,3.2,1,0.882,0.996,0.11,0.004,0.112587744,0.019595918,0.096436508,0.019595918
437,0.25,0.9,0.5,3.6,1,0.846,0.99,0.138,0.004,0.111731822,0.03,0.099779757,0.019595918
438,0.25,0.9,0.5,2.8,1.5,0.864,0.994,0.104,0.004,0.13821722,0.023748684,0.095833188,0.019595918
439,0.25,0.9,0.5,3.2,1.5,0.872,0.996,0.118,0.004,0.087269697,0.019595918,0.105242577,0.019595918
440,0.25,0.9,0.5,3.6,1.5,0.888,0.998,0.124,0,0.090862534,0.014,0.088453378,0
441,0.25,0.9,0.5,2.8,2,0.87,1,0.128,0,0.096436508,0,0.107777549,0
442,0.25,0.9,0.5,3.2,2,0.89,1,0.146,0,0.092195445,0,0.098407317,0
443,0.25,0.9,0.5,3.6,2,0.876,1,0.134,0,0.106883114,0,0.092973114,0
444,0.25,0.9,0.7,2.8,0.5,0.894,0.956,0.122,0.052,0.102781321,0.060530984,0.10254755,0.069971423
445,0.25,0.9,0.7,3.2,0.5,0.86,0.968,0.108,0.044,0.091651514,0.054552727,0.08908423,0.06374951
446,0.25,0.9,0.7,3.6,0.5,0.848,0.972,0.134,0.022,0.115308282,0.049152823,0.103169763,0.046
447,0.25,0.9,0.7,2.8,1,0.866,0.992,0.132,0.012,0.090796476,0.02712932,0.098873657,0.038157568
448,0.25,0.9,0.7,3.2,1,0.84,0.996,0.148,0.006,0.113137085,0.019595918,0.113560557,0.023748684
449,0.25,0.9,0.7,3.6,1,0.876,0.986,0.138,0.004,0.099116094,0.034698703,0.103711137,0.019595918
450,0.25,0.9,0.7,2.8,1.5,0.866,0.996,0.13,0.004,0.114210332,0.019595918,0.100498756,0.019595918
451,0.25,0.9,0.7,3.2,1.5,0.872,1,0.166,0.004,0.111427106,0,0.117660529,0.019595918
452,0.25,0.9,0.7,3.6,1.5,0.85,1,0.144,0,0.094339811,0,0.094148818,0
453,0.25,0.9,0.7,2.8,2,0.866,0.998,0.138,0.002,0.129011627,0.014,0.112942463,0.014
454,0.25,0.9,0.7,3.2,2,0.868,1,0.122,0,0.120731106,0,0.106376689,0
455,0.25,0.9,0.7,3.6,2,0.914,1,0.128,0,0.087200917,0,0.114960863,0
456,0.25,0.9,0.9,2.8,0.5,0.874,0.956,0.126,0.044,0.114560028,0.06374951,0.097590983,0.057131427
457,0.25,0.9,0.9,3.2,0.5,0.88,0.972,0.144,0.032,0.113137085,0.053065997,0.106131993,0.046647615
458,0.25,0.9,0.9,3.6,0.5,0.858,0.976,0.166,0.032,0.109708705,0.042708313,0.130552671,0.05075431
459,0.25,0.9,0.9,2.8,1,0.884,0.984,0.138,0.022,0.09243376,0.036660606,0.103711137,0.046
460,0.25,0.9,0.9,3.2,1,0.862,0.992,0.116,0.01,0.116430237,0.02712932,0.100717426,0.03
461,0.25,0.9,0.9,3.6,1,0.886,0.998,0.14,0,0.111373246,0.014,0.109544512,0
462,0.25,0.9,0.9,2.8,1.5,0.852,0.996,0.158,0.004,0.100478853,0.019595918,0.115047816,0.019595918
463,0.25,0.9,0.9,3.2,1.5,0.866,0.998,0.12,0,0.117660529,0.014,0.118321596,0
464,0.25,0.9,0.9,3.6,1.5,0.838,1,0.132,0,0.109343495,0,0.096829747,0
465,0.25,0.9,0.9,2.8,2,0.856,0.998,0.108,0,0.109836242,0.014,0.091301698,0
466,0.25,0.9,0.9,3.2,2,0.866,1,0.136,0,0.090796476,0,0.119599331,0
467,0.25,0.9,0.9,3.6,2,0.87,1,0.116,0,0.094339811,0,0.117234807,0
468,0.25,0.9,1,2.8,0.5,0.888,0.954,0.16,0.048,0.093037627,0.072691127,0.138564065,0.064
469,0.25,0.9,1,3.2,0.5,0.872,0.96,0.124,0.032,0.107777549,0.063245553,0.094994737,0.054552727
470,0.25,0.9,1,3.6,0.5,0.854,0.976,0.13,0.02,0.116978631,0.051224994,0.120415946,0.04472136
471,0.25,0.9,1,2.8,1,0.878,0.982,0.138,0.018,0.104479663,0.038418745,0.091411159,0.038418745
472,0.25,0.9,1,3.2,1,0.866,0.996,0.114,0.006,0.095099947,0.019595918,0.087200917,0.023748684
473,0.25,0.9,1,3.6,1,0.888,0.996,0.15,0,0.097241966,0.019595918,0.108166538,0
474,0.25,0.9,1,2.8,1.5,0.854,0.998,0.132,0.006,0.106226174,0.014,0.092606695,0.023748684
475,0.25,0.9,1,3.2,1.5,0.878,0.996,0.102,0.004,0.104479663,0.019595918,0.092714616,0.019595918
476,0.25,0.9,1,3.6,1.5,0.898,1,0.144,0,0.100975244,0,0.10031949,0
477,0.25,0.9,1,2.8,2,0.856,0.998,0.116,0.002,0.096249675,0.014,0.104613575,0.014
478,0.25,0.9,1,3.2,2,0.856,1,0.128,0,0.104230514,0,0.104,0
479,0.25,0.9,1,3.6,2,0.866,1,0.122,0,0.106976633,0,0.106376689,0
480,0.5,0.1,0.5,2.8,0.5,0.708,0.794,0.294,0.204,0.135410487,0.110290525,0.166625328,0.141364776
481,0.5,0.1,0.5,3.2,0.5,0.732,0.828,0.288,0.186,0.140627167,0.105905618,0.145106857,0.123304501
482,0.5,0.1,0.5,3.6,0.5,0.7,0.864,0.256,0.158,0.156204994,0.122898332,0.135882302,0.082680106
483,0.5,0.1,0.5,2.8,1,0.722,0.89,0.272,0.134,0.138982013,0.09,0.147023808,0.108830143
484,0.5,0.1,0.5,3.2,1,0.734,0.912,0.272,0.102,0.156984076,0.11070682,0.149719738,0.108609392
485,0.5,0.1,0.5,3.6,1,0.728,0.92,0.276,0.082,0.141477913,0.087177979,0.153049012,0.097344748
486,0.5,0.1,0.5,2.8,1.5,0.71,0.926,0.26,0.086,0.15132746,0.074323617,0.146969385,0.087200917
487,0.5,0.1,0.5,3.2,1.5,0.774,0.942,0.26,0.05,0.133880544,0.075073298,0.126491106,0.060827625
488,0.5,0.1,0.5,3.6,1.5,0.716,0.958,0.278,0.026,0.157936696,0.063529521,0.141830885,0.048207883
489,0.5,0.1,0.5,2.8,2,0.744,0.936,0.274,0.068,0.148539557,0.076837491,0.136835668,0.088181631
490,0.5,0.1,0.5,3.2,2,0.71,0.958,0.27,0.028,0.152643375,0.077691698,0.128452326,0.044899889
491,0.5,0.1,0.5,3.6,2,0.716,0.994,0.302,0.018,0.143331783,0.023748684,0.147634684,0.038418745
492,0.5,0.1,0.7,2.8,0.5,0.694,0.784,0.264,0.19,0.150213182,0.134699666,0.139656722,0.122065556
493,0.5,0.1,0.7,3.2,0.5,0.73,0.856,0.302,0.142,0.13453624,0.108,0.133401649,0.104096109
494,0.5,0.1,0.7,3.6,0.5,0.716,0.844,0.258,0.114,0.112,0.10031949,0.137244308,0.107721864
495,0.5,0.1,0.7,2.8,1,0.72,0.884,0.284,0.136,0.141421356,0.098711701,0.134699666,0.116206712
496,0.5,0.1,0.7,3.2,1,0.734,0.892,0.278,0.096,0.147797158,0.079598995,0.126948809,0.091564185
497,0.5,0.1,0.7,3.6,1,0.732,0.91,0.252,0.072,0.124,0.100498756,0.151314243,0.084947042
498,0.5,0.1,0.7,2.8,1.5,0.73,0.924,0.304,0.078,0.120415946,0.097077289,0.146914941,0.075604233
499,0.5,0.1,0.7,3.2,1.5,0.72,0.968,0.306,0.04,0.129614814,0.058103356,0.13915459,0.06
500,0.5,0.1,0.7,3.6,1.5,0.724,0.968,0.27,0.048,0.144996552,0.054552727,0.133041347,0.075471849
501,0.5,0.1,0.7,2.8,2,0.712,0.96,0.3,0.058,0.175088549,0.052915026,0.146969385,0.094
502,0.5,0.1,0.7,3.2,2,0.734,0.974,0.256,0.034,0.140868733,0.048207883,0.134402381,0.051419841
503,0.5,0.1,0.7,3.6,2,0.716,0.988,0.302,0.018,0.136176356,0.038157568,0.147634684,0.038418745
504,0.5,0.1,0.9,2.8,0.5,0.752,0.804,0.286,0.198,0.129984614,0.129553078,0.153635933,0.122458156
505,0.5,0.1,0.9,3.2,0.5,0.696,0.842,0.298,0.19,0.137054734,0.102156742,0.119146968,0.126885775
506,0.5,0.1,0.9,3.6,0.5,0.748,0.84,0.316,0.158,0.137462722,0.109544512,0.14472042,0.104096109
507,0.5,0.1,0.9,2.8,1,0.708,0.884,0.272,0.098,0.141194901,0.106508216,0.13272528,0.090531762
508,0.5,0.1,0.9,3.2,1,0.724,0.886,0.288,0.114,0.153049012,0.100019998,0.135114766,0.098
509,0.5,0.1,0.9,3.6,1,0.684,0.92,0.268,0.082,0.140513345,0.084852814,0.13029198,0.071246053
510,0.5,0.1,0.9,2.8,1.5,0.704,0.902,0.284,0.06,0.109471457,0.08829496,0.155383397,0.069282032
511,0.5,0.1,0.9,3.2,1.5,0.726,0.94,0.264,0.064,0.157238672,0.08,0.143888846,0.086625631
512,0.5,0.1,0.9,3.6,1.5,0.714,0.938,0.284,0.054,0.140014285,0.071805292,0.127059041,0.069885621
513,0.5,0.1,0.9,2.8,2,0.732,0.948,0.308,0.034,0.147566934,0.069971423,0.145382255,0.058685603
514,0.5,0.1,0.9,3.2,2,0.726,0.968,0.284,0.012,0.167104758,0.05075431,0.134699666,0.032496154
515,0.5,0.1,0.9,3.6,2,0.704,0.982,0.254,0.01,0.142772546,0.043312816,0.123628476,0.03
516,0.5,0.1,1,2.8,0.5,0.708,0.806,0.324,0.188,0.124643492,0.113859563,0.130476051,0.12749902
517,0.5,0.1,1,3.2,0.5,0.722,0.842,0.23,0.19,0.13607351,0.111516815,0.131529464,0.120415946
518,0.5,0.1,1,3.6,0.5,0.69,0.858,0.314,0.152,0.153948043,0.12180312,0.156217797,0.117029911
519,0.5,0.1,1,2.8,1,0.732,0.894,0.284,0.13,0.134818396,0.075921012,0.147458469,0.125299641
520,0.5,0.1,1,3.2,1,0.726,0.88,0.286,0.116,0.122979673,0.089442719,0.124915972,0.094572723
521,0.5,0.1,1,3.6,1,0.74,0.928,0.248,0.082,0.12,0.077562878,0.140342438,0.081706793
522,0.5,0.1,1,2.8,1.5,0.716,0.912,0.288,0.062,0.179287479,0.081584312,0.132121157,0.071805292
523,0.5,0.1,1,3.2,1.5,0.718,0.948,0.324,0.058,0.14239382,0.0574108,0.16193826,0.080224684
524,0.5,0.1,1,3.6,1.5,0.688,0.95,0.308,0.036,0.142323575,0.07,0.130904545,0.052
525,0.5,0.1,1,2.8,2,0.726,0.94,0.268,0.054,0.1411524,0.069282032,0.134818396,0.069885621
526,0.5,0.1,1,3.2,2,0.68,0.974,0.298,0.042,0.146969385,0.048207883,0.155550635,0.066603303
