,surveyID,DOC,DOI,POC,POI,old,resp_accuracy,mean_prop,missing_entries,ans,bll,ga,lf,mDOC,mDOI,mPOC,mPOI,mas,mid,min_rmse
66,fngtfgsg20200131,1.0,1.0,1.0,0.4,True,1.0,0.85,0,1.5,0.5,2.0,0.9,0.564,0.778,0.48,0.21600000000000003,3.6,1331.0,0.5990356053319168
67,fpbpaetl20201119,1.0,1.0,0.8,0.8,False,0.9473684210526316,0.8947368421052632,1,1.5,0.1,1.0,0.5,0.636,0.6659999999999999,0.43,0.39,2.8,1203.0,0.4078220610036718
68,frcsr9et20201201,1.0,0.6,0.4,0.4,False,1.0,0.6,0,0.75,0.3,0.5,1.0,0.6679999999999999,0.67,0.32799999999999996,0.276,2.8,804.0,0.41897929983887683
69,fyfm98tb20200210,0.2,0.8,0.6,0.6,True,0.95,0.55,0,1.5,0.9,1.0,0.5,0.528,0.68,0.41,0.37200000000000005,3.2,1396.0,0.5454553032066273
70,g1eg0dp720201115,1.0,0.6,0.8,0.8,False,0.9,0.8,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.5808935807284472
71,g3raaqac20201201,0.4,1.0,0.8,0.6,False,1.0,0.6842105263157895,1,1.5,0.7,1.5,0.7,0.546,0.772,0.434,0.27,3.6,1364.0,0.5612702725094563
72,gksx3mam20201104,0.6,0.0,0.2,0.2,False,0.8947368421052632,0.2631578947368421,1,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.6552551374742641
73,hgg52m4220200227,0.8,0.6,0.0,0.0,True,1.0,0.35,0,0.25,0.1,0.5,0.5,0.88,0.938,0.126,0.042,2.8,240.0,0.3584098351672646
74,jcgu7ukk20201207,0.8,0.75,0.8,0.6,False,0.9473684210526316,0.7368421052631579,1,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.32590343590156384
75,jh3ododj20201104,1.0,1.0,0.8,0.8,False,1.0,0.9,0,1.5,0.1,1.0,0.5,0.636,0.6659999999999999,0.43,0.39,2.8,1203.0,0.4078220610036718
76,jhs83ny320200302,0.8,0.6,0.8,0.8,True,1.0,0.75,0,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.47965121397439026
77,jsandtsm20201116,1.0,0.8,0.8,0.6,False,0.9,0.8,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.4259451543023052
78,jszq12ry20200302,1.0,0.75,0.4,0.6,True,0.9473684210526316,0.6842105263157895,1,0.75,0.7,0.5,0.7,0.652,0.6659999999999999,0.342,0.322,2.8,876.0,0.42881062603264547
79,jtgsfocm20201110,0.75,0.6,0.4,0.4,False,0.9473684210526316,0.5263157894736842,1,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.15532959020216539
80,jw9595dy20201103,0.25,0.6,0.0,0.2,False,0.8947368421052632,0.2631578947368421,1,1.0,0.9,1.0,0.9,0.574,0.792,0.344,0.27,3.6,1181.0,0.43547353397997646
81,k1nlvgjw20201120,1.0,0.8,0.8,0.6,False,0.95,0.8,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.4259451543023052
82,k5us58ta20201118,1.0,1.0,1.0,1.0,False,1.0,1.0,7,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.594763620332876
83,ka19xw0720201118,0.6,0.5,0.0,0.6,False,0.9473684210526316,0.42105263157894735,1,1.5,0.7,0.5,0.7,0.578,0.63,0.384,0.39399999999999996,3.2,1357.0,0.5799771953946777
84,khmdqt1d20201120,1.0,1.0,1.0,0.6,False,1.0,0.9,0,1.5,0.7,1.5,1.0,0.602,0.696,0.474,0.32,2.8,1386.0,0.5441761769586447
85,khmqwngv20201125,0.8,1.0,0.8,0.8,False,0.95,0.85,0,1.5,0.3,0.5,0.7,0.56,0.6459999999999999,0.43,0.41200000000000003,3.2,1261.0,0.4246534067564833
86,kkdkln3w20201121,0.0,0.6,0.0,0.4,False,0.95,0.25,0,1.5,0.9,1.0,0.5,0.528,0.68,0.41,0.37200000000000005,3.2,1396.0,0.7044900672423954
87,l6mx3upp20201111,0.0,0.0,0.0,0.0,False,0.8571428571428571,0.0,6,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.595914308837293
88,lavpu7s720201109,0.6666666666666666,1.0,1.0,0.8,False,1.0,0.8888888888888888,2,1.5,0.7,2.0,0.5,0.5579999999999999,0.684,0.462,0.336,2.8,1353.0,0.6021575413348077
89,llfb9sc220201102,1.0,1.0,1.0,1.0,False,1.0,1.0,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.594763620332876
90,m5upgrz820200113,0.8,0.4,0.4,0.4,True,1.0,0.5,0,1.5,0.1,0.5,1.0,0.6,0.574,0.418,0.366,2.8,1236.0,0.35196178004122736
91,m77dce3920200208,0.6,0.6,0.8,0.8,True,1.0,0.7,0,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.48008211166701553
92,mjkg31a820201102,0.6,1.0,0.6,0.6,False,0.9444444444444444,0.6666666666666666,2,1.5,0.9,1.0,1.0,0.5539999999999999,0.7120000000000001,0.418,0.35200000000000004,3.2,1432.0,0.35939753321447376
93,mlw4ef5020200128,1.0,1.0,0.75,0.75,True,0.7333333333333333,0.8666666666666667,5,1.5,0.1,1.0,0.5,0.636,0.6659999999999999,0.43,0.39,2.8,1203.0,0.37431404759007925
94,mzbmhmq820201113,1.0,1.0,1.0,1.0,False,1.0,1.0,2,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.594763620332876
95,n10np7qf20200307,0.8,1.0,0.8,1.0,True,0.95,0.9,0,1.5,0.1,0.5,0.7,0.5660000000000001,0.638,0.43,0.41600000000000004,2.8,1212.0,0.5845763115737705
96,nll42gx020201125,0.6,1.0,0.8,0.2,False,0.95,0.65,0,1.5,0.9,2.0,1.0,0.578,0.8220000000000001,0.478,0.218,3.6,1439.0,0.40256214389189854
97,nmflx2le20200308,0.8,1.0,1.0,1.0,True,1.0,0.95,0,1.5,0.3,0.5,0.7,0.56,0.6459999999999999,0.43,0.41200000000000003,3.2,1261.0,0.6378619913062854
98,nn8l7htm20200208,0.8,1.0,1.0,1.0,True,0.95,0.95,0,1.5,0.3,0.5,0.7,0.56,0.6459999999999999,0.43,0.41200000000000003,3.2,1261.0,0.6378619913062854
99,nv62373d20200306,0.8,0.6,0.4,0.6,True,1.0,0.6,0,1.5,0.5,0.5,0.7,0.614,0.598,0.40399999999999997,0.374,3.2,1309.0,0.31670387913591963
100,o42peyga20200227,0.6666666666666666,0.75,0.75,1.0,True,0.9333333333333332,0.8,5,1.5,0.1,0.5,0.7,0.5660000000000001,0.638,0.43,0.41600000000000004,2.8,1212.0,0.5925884363899573
101,o5v23rrz20200304,0.4,0.4,0.4,0.2,True,1.0,0.35,0,1.5,0.7,0.5,0.5,0.516,0.604,0.436,0.33799999999999997,2.8,1344.0,0.22576902530571616
102,o6eldlqz20200129,0.8,0.5,1.0,0.75,True,1.0,0.7647058823529411,3,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.6478358587934996
103,ob5p7xxa20201119,0.8,1.0,1.0,0.8,False,0.9,0.9,0,1.5,0.3,0.5,0.7,0.5579999999999999,0.624,0.46799999999999997,0.376,3.6,1262.0,0.5463053692159099
104,ok6o9kx720200209,1.0,1.0,0.6,0.5,True,0.9444444444444444,0.7777777777777778,2,0.75,0.7,0.5,0.7,0.696,0.748,0.35600000000000004,0.26,3.2,877.0,0.29786159670077156
105,p2achudm20201123,1.0,1.0,1.0,1.0,False,1.0,1.0,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.594763620332876
106,p93k4k4v20201204,0.4,0.4,0.6,0.2,False,1.0,0.4,0,1.5,0.7,0.5,0.5,0.516,0.604,0.436,0.33799999999999997,2.8,1344.0,0.3661774554700465
107,pglz36nx20200127,1.0,1.0,1.0,0.8,True,1.0,0.95,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.51700962939736
108,pl59ybvr20201103,1.0,0.8,0.8,0.8,False,0.95,0.85,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.4667952790753798
109,plcd2fbz20200301,0.25,0.5,0.3333333333333333,0.5,True,1.0,0.38461538461538464,7,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.3595994361891973
110,pmqrpsua20200130,1.0,0.6,0.8,0.4,True,0.85,0.7,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.5546883933155735
111,pyb36j9a20200211,0.75,1.0,1.0,0.8,True,0.9473684210526316,0.8947368421052632,1,1.5,0.7,2.0,0.5,0.5579999999999999,0.684,0.462,0.336,2.8,1353.0,0.5656437620358317
112,q1pba6fp20201106,0.6,0.5,0.5,0.5,False,0.9333333333333332,0.5333333333333333,5,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.15305314065663211
113,qokbfd8720201125,0.6,0.6,0.4,0.6,False,1.0,0.55,0,1.5,0.7,0.5,1.0,0.578,0.62,0.418,0.41,2.8,1380.0,0.2285524025520323
114,qv3wta5b20201118,1.0,1.0,1.0,1.0,False,1.0,1.0,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.594763620332876
115,r9lo90ts20200130,0.6666666666666666,1.0,0.6,1.0,True,0.9230769230769232,0.7692307692307693,7,1.0,0.9,0.5,0.9,0.578,0.708,0.38,0.384,2.8,1176.0,0.6495671116406675
116,s1somgf720200211,0.4,0.4,0.2,0.0,True,0.9,0.25,0,1.0,0.1,0.5,0.7,0.6,0.6459999999999999,0.4,0.28600000000000003,3.2,973.0,0.29323029889708896
117,s55aohfe20200128,0.3333333333333333,0.4,0.0,0.4,True,1.0,0.29411764705882354,3,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.47893317313100453
118,svolj44520201207,1.0,1.0,0.6,1.0,False,1.0,0.9,0,1.5,0.5,0.5,0.5,0.6,0.67,0.414,0.406,2.8,1296.0,0.6445077418014451
119,sw68ajzc20200213,1.0,1.0,0.2,0.4,True,0.9,0.65,0,0.25,0.7,0.5,0.7,0.868,0.9540000000000001,0.138,0.066,2.8,396.0,0.3599859602570247
120,t7dcx8xl20201203,1.0,0.75,1.0,1.0,False,0.9473684210526316,0.9473684210526316,1,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.6816917884106684
121,t9cdwyon20200113,1.0,1.0,0.8,0.6,True,0.95,0.85,0,1.0,0.5,0.5,1.0,0.644,0.698,0.42,0.29,3.6,1094.0,0.39041262361594375
122,tkmy795t20200211,1.0,1.0,0.8,0.8,True,1.0,0.9,0,1.5,0.1,1.0,0.5,0.636,0.6659999999999999,0.43,0.39,2.8,1203.0,0.4078220610036718
123,ucnl2x7f20200212,1.0,1.0,0.8,0.8,True,1.0,0.9,0,1.5,0.1,1.0,0.5,0.636,0.6659999999999999,0.43,0.39,2.8,1203.0,0.4078220610036718
124,utt2nnyo20200113,0.6,0.8,0.4,0.4,True,0.8,0.55,0,1.0,0.9,0.5,0.9,0.578,0.708,0.38,0.384,2.8,1176.0,0.0953213413737844
125,uy7f303a20201124,1.0,0.8,0.4,0.2,False,1.0,0.6,0,0.5,0.7,0.5,0.5,0.75,0.774,0.29,0.21,3.2,625.0,0.29253666709261394
126,vbv8ea3920201207,1.0,1.0,0.8,0.8,False,1.0,0.9,0,1.5,0.1,1.0,0.5,0.636,0.6659999999999999,0.43,0.39,2.8,1203.0,0.4078220610036718
127,vd9r5nk020201111,1.0,0.3333333333333333,0.75,1.0,False,0.8125,0.8125,4,1.5,0.9,0.5,0.7,0.584,0.562,0.43200000000000005,0.392,2.8,1404.0,0.8776509817420792
128,vmm0jyvv20200217,0.8,1.0,0.2,0.2,True,0.95,0.55,0,0.5,0.9,1.0,0.9,0.72,0.888,0.266,0.156,2.8,699.0,0.16993335732079473
129,vomf13pu20200214,0.0,0.25,0.6666666666666666,0.5,True,1.0,0.4,10,1.5,0.7,0.5,0.5,0.516,0.604,0.436,0.33799999999999997,2.8,1344.0,0.7215308192307502
130,w0wujzqz20201208,0.8,0.6,0.8,0.0,False,0.9,0.55,0,1.5,0.3,2.0,1.0,0.596,0.774,0.44799999999999995,0.19,3.6,1295.0,0.6241854350145943
131,x2qq61ea20200129,1.0,1.0,0.6,0.8,True,0.875,0.8125,4,1.5,0.5,0.5,0.5,0.6,0.67,0.414,0.406,2.8,1296.0,0.4725504908590116
132,x9y7eeqv20201103,0.0,0.2,0.0,0.2,False,1.0,0.1,0,1.5,0.7,0.5,0.5,0.546,0.616,0.39799999999999996,0.402,3.2,1345.0,0.5807283649690453
133,xgy75o3f20201206,0.75,0.75,0.75,1.0,False,0.9285714285714286,0.7857142857142857,6,1.5,0.1,0.5,0.7,0.5660000000000001,0.638,0.43,0.41600000000000004,2.8,1212.0,0.5860954146184487
134,y5qncmp920200228,0.6,1.0,0.6,0.2,True,0.9,0.6,0,1.0,0.3,2.0,1.0,0.58,0.888,0.402,0.09,3.6,1055.0,0.21608917758116158
135,y8u8ss9t20201107,0.75,0.6666666666666666,0.6666666666666666,1.0,False,0.8461538461538461,0.7692307692307693,7,1.5,0.9,0.5,0.5,0.556,0.594,0.428,0.406,2.8,1392.0,0.6078612869810298
136,ygepr20b20201121,1.0,1.0,1.0,1.0,False,0.95,1.0,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.594763620332876
137,yr4btkgb20201126,0.8,1.0,0.4,0.6,False,0.9473684210526316,0.6842105263157895,1,1.0,0.9,0.5,0.9,0.578,0.708,0.38,0.384,2.8,1176.0,0.3575707788057252
138,za0p1wmj20201115,1.0,1.0,1.0,0.8,False,0.95,0.95,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.51700962939736
139,zalhzd5l20201120,1.0,1.0,1.0,1.0,False,0.95,1.0,0,1.5,0.3,0.5,1.0,0.618,0.622,0.47,0.402,2.8,1284.0,0.594763620332876
