,ans,bll,lf,mas,ga,rmse,DOC,DOI,POC,POI
269,0.25,0.1,0.9,3.6,1.0,0.8289122559088493,0.8679999999999997,0.996,0.12399999999999999,0.004
270,0.25,0.1,0.9,2.8,1.5,0.8310442697088817,0.8579999999999999,0.998,0.11199999999999997,0.006000000000000001
271,0.25,0.1,0.9,3.2,1.5,0.8253015177087192,0.8699999999999996,0.998,0.13999999999999996,0.002
272,0.25,0.1,0.9,3.6,1.5,0.8313634683417589,0.8599999999999998,0.998,0.11599999999999998,0.004
273,0.25,0.1,0.9,2.8,2.0,0.847123361945412,0.8759999999999997,0.998,0.096,0.0
274,0.25,0.1,0.9,3.2,2.0,0.8288134788430455,0.8599999999999998,1.0,0.13199999999999998,0.0
275,0.25,0.1,0.9,3.6,2.0,0.8256875519875418,0.8639999999999998,1.0,0.14200000000000002,0.0
276,0.25,0.1,1.0,2.8,0.5,0.7885377374871467,0.8639999999999997,0.9539999999999997,0.10799999999999998,0.04200000000000001
277,0.25,0.1,1.0,3.2,0.5,0.7869118164222397,0.8539999999999996,0.9439999999999996,0.13399999999999998,0.022000000000000002
278,0.25,0.1,1.0,3.6,0.5,0.8023073651082051,0.8839999999999997,0.986,0.13999999999999999,0.028000000000000004
279,0.25,0.1,1.0,2.8,1.0,0.8140526862507608,0.8699999999999997,0.9819999999999999,0.144,0.006000000000000001
280,0.25,0.1,1.0,3.2,1.0,0.8231784024252462,0.8719999999999998,0.996,0.132,0.008
281,0.25,0.1,1.0,3.6,1.0,0.8205862567452349,0.8479999999999994,0.9940000000000001,0.13599999999999995,0.002
282,0.25,0.1,1.0,2.8,1.5,0.8240890687814226,0.8819999999999999,0.9939999999999999,0.14199999999999993,0.004
283,0.25,0.1,1.0,3.2,1.5,0.8328697043521667,0.8999999999999996,1.0,0.14600000000000002,0.0
284,0.25,0.1,1.0,3.6,1.5,0.8435564557285867,0.8639999999999998,1.0,0.09599999999999996,0.002
285,0.25,0.1,1.0,2.8,2.0,0.8382228222004346,0.8759999999999997,1.0,0.118,0.0
286,0.25,0.1,1.0,3.2,2.0,0.8296058510664639,0.8519999999999998,0.998,0.12400000000000003,0.0
287,0.25,0.1,1.0,3.6,2.0,0.8339215841202461,0.8919999999999996,1.0,0.13799999999999996,0.0
288,0.25,0.3,0.5,2.8,0.5,0.7645574683993286,0.8519999999999998,0.9479999999999997,0.14200000000000002,0.04600000000000002
289,0.25,0.3,0.5,3.2,0.5,0.7904705521731317,0.8839999999999997,0.9519999999999997,0.128,0.03400000000000001
290,0.25,0.3,0.5,3.6,0.5,0.7995132578913451,0.8559999999999997,0.9699999999999998,0.12399999999999999,0.024
291,0.25,0.3,0.5,2.8,1.0,0.8127677520674857,0.8659999999999997,0.992,0.142,0.012
292,0.25,0.3,0.5,3.2,1.0,0.8329024760056318,0.8899999999999997,0.9879999999999999,0.124,0.002
293,0.25,0.3,0.5,3.6,1.0,0.8240357911460561,0.8639999999999998,0.9940000000000001,0.14,0.0
294,0.25,0.3,0.5,2.8,1.5,0.8288329212017675,0.8519999999999998,0.998,0.11800000000000001,0.004
295,0.25,0.3,0.5,3.2,1.5,0.8238834063770504,0.8639999999999998,0.998,0.13599999999999995,0.004
296,0.25,0.3,0.5,3.6,1.5,0.828779764455737,0.8599999999999994,1.0,0.12799999999999997,0.002
297,0.25,0.3,0.5,2.8,2.0,0.8246755364999494,0.8919999999999998,0.998,0.15999999999999998,0.0
298,0.25,0.3,0.5,3.2,2.0,0.8329585922309658,0.8639999999999997,1.0,0.12399999999999999,0.0
299,0.25,0.3,0.5,3.6,2.0,0.8328641271056265,0.8779999999999997,1.0,0.13199999999999995,0.0
300,0.25,0.3,0.7,2.8,0.5,0.7616911224746783,0.8679999999999997,0.9559999999999998,0.142,0.05800000000000002
301,0.25,0.3,0.7,3.2,0.5,0.7987279182704742,0.8759999999999997,0.9619999999999997,0.11599999999999999,0.032000000000000015
302,0.25,0.3,0.7,3.6,0.5,0.8056551321680595,0.9139999999999995,0.9919999999999999,0.138,0.03800000000000001
303,0.25,0.3,0.7,2.8,1.0,0.7992725469023847,0.8519999999999998,0.98,0.15199999999999997,0.013999999999999999
304,0.25,0.3,0.7,3.2,1.0,0.8240479600844457,0.8719999999999998,0.9939999999999999,0.128,0.008
305,0.25,0.3,0.7,3.6,1.0,0.8176637980424688,0.8619999999999997,0.996,0.13999999999999999,0.008
306,0.25,0.3,0.7,2.8,1.5,0.823836065922773,0.8560000000000001,0.996,0.122,0.008
307,0.25,0.3,0.7,3.2,1.5,0.8399471865158027,0.8679999999999999,0.996,0.10599999999999998,0.0
308,0.25,0.3,0.7,3.6,1.5,0.8244345524611879,0.8379999999999999,0.996,0.12799999999999995,0.0
309,0.25,0.3,0.7,2.8,2.0,0.83451155828535,0.8779999999999997,1.0,0.12399999999999994,0.002
310,0.25,0.3,0.7,3.2,2.0,0.8374806064005322,0.8899999999999995,1.0,0.12799999999999997,0.0
311,0.25,0.3,0.7,3.6,2.0,0.8209323380488054,0.8559999999999997,1.0,0.14999999999999994,0.0
312,0.25,0.3,0.9,2.8,0.5,0.7819695548895682,0.8719999999999994,0.9479999999999998,0.11200000000000003,0.048000000000000015
313,0.25,0.3,0.9,3.2,0.5,0.7846150484766303,0.8839999999999998,0.9599999999999995,0.15599999999999994,0.03
314,0.25,0.3,0.9,3.6,0.5,0.7850700368094905,0.8320000000000001,0.9799999999999999,0.14399999999999996,0.030000000000000006
315,0.25,0.3,0.9,2.8,1.0,0.8131464568355699,0.8619999999999994,0.9779999999999999,0.11800000000000005,0.016
316,0.25,0.3,0.9,3.2,1.0,0.8258722436059638,0.8579999999999995,1.0,0.13,0.004
317,0.25,0.3,0.9,3.6,1.0,0.8169674223086099,0.8699999999999996,0.998,0.14400000000000002,0.01
318,0.25,0.3,0.9,2.8,1.5,0.8221986698455701,0.8479999999999999,0.998,0.132,0.004
319,0.25,0.3,0.9,3.2,1.5,0.83433905686381,0.8899999999999996,0.9939999999999999,0.12999999999999998,0.0
320,0.25,0.3,0.9,3.6,1.5,0.8276063919229244,0.8759999999999996,1.0,0.14400000000000002,0.0
321,0.25,0.3,0.9,2.8,2.0,0.8291939569592858,0.8580000000000001,0.998,0.12799999999999995,0.0
322,0.25,0.3,0.9,3.2,2.0,0.8335093792559024,0.8839999999999997,1.0,0.13399999999999998,0.0
323,0.25,0.3,0.9,3.6,2.0,0.8429477133980448,0.8979999999999996,1.0,0.12,0.0
324,0.25,0.3,1.0,2.8,0.5,0.7805650005149428,0.8679999999999997,0.9599999999999997,0.13199999999999995,0.04200000000000001
325,0.25,0.3,1.0,3.2,0.5,0.7798634921592332,0.8719999999999996,0.9579999999999997,0.158,0.030000000000000006
326,0.25,0.3,1.0,3.6,0.5,0.7899804299813741,0.8719999999999999,0.9719999999999996,0.134,0.036000000000000004
327,0.25,0.3,1.0,2.8,1.0,0.8096919644938472,0.8759999999999997,0.9799999999999999,0.14399999999999996,0.012
328,0.25,0.3,1.0,3.2,1.0,0.8237206327189865,0.8619999999999997,0.988,0.114,0.01
329,0.25,0.3,1.0,3.6,1.0,0.8216290028335637,0.8719999999999996,0.9899999999999999,0.12999999999999998,0.008
330,0.25,0.3,1.0,2.8,1.5,0.8234491936123476,0.8619999999999997,0.998,0.136,0.004
331,0.25,0.3,1.0,3.2,1.5,0.84325944614979,0.8859999999999998,1.0,0.11199999999999997,0.0
332,0.25,0.3,1.0,3.6,1.5,0.8272644048798118,0.888,0.998,0.14599999999999994,0.002
333,0.25,0.3,1.0,2.8,2.0,0.8379226251674794,0.8979999999999996,1.0,0.128,0.002
334,0.25,0.3,1.0,3.2,2.0,0.8378339874092074,0.8699999999999994,0.998,0.10999999999999996,0.002
335,0.25,0.3,1.0,3.6,2.0,0.8271712640056357,0.8520000000000003,1.0,0.132,0.0
336,0.25,0.5,0.5,2.8,0.5,0.7614073946164315,0.8779999999999996,0.9519999999999996,0.142,0.06000000000000002
337,0.25,0.5,0.5,3.2,0.5,0.7862968575309994,0.8719999999999998,0.964,0.13200000000000003,0.038000000000000006
338,0.25,0.5,0.5,3.6,0.5,0.8018586035136599,0.8859999999999997,0.9899999999999999,0.142,0.030000000000000006
339,0.25,0.5,0.5,2.8,1.0,0.8144464093536887,0.862,0.992,0.12399999999999997,0.018000000000000002
340,0.25,0.5,0.5,3.2,1.0,0.8342678380646849,0.8839999999999995,0.9879999999999999,0.10600000000000001,0.008
341,0.25,0.5,0.5,3.6,1.0,0.8202667585048173,0.8619999999999998,0.998,0.14399999999999996,0.004
342,0.25,0.5,0.5,2.8,1.5,0.8231784024252462,0.8719999999999996,0.996,0.13199999999999992,0.008
343,0.25,0.5,0.5,3.2,1.5,0.8285355651451242,0.8699999999999997,0.996,0.12999999999999998,0.002
344,0.25,0.5,0.5,3.6,1.5,0.8376558813943895,0.8999999999999996,1.0,0.13399999999999998,0.0
345,0.25,0.5,0.5,2.8,2.0,0.8337041460687098,0.8379999999999996,1.0,0.10999999999999996,0.0
346,0.25,0.5,0.5,3.2,2.0,0.8262640517014417,0.824,1.0,0.122,0.0
347,0.25,0.5,0.5,3.6,2.0,0.838311800433394,0.8899999999999996,1.0,0.12599999999999997,0.0
348,0.25,0.5,0.7,2.8,0.5,0.7714849051257001,0.8519999999999994,0.9579999999999995,0.14199999999999993,0.04200000000000001
349,0.25,0.5,0.7,3.2,0.5,0.7916219181920898,0.8359999999999996,0.9699999999999998,0.114,0.034
350,0.25,0.5,0.7,3.6,0.5,0.7801991618703839,0.8479999999999996,0.9659999999999996,0.142,0.034
351,0.25,0.5,0.7,2.8,1.0,0.8032668308755693,0.8599999999999999,0.9839999999999998,0.14599999999999996,0.016
352,0.25,0.5,0.7,3.2,1.0,0.8169053860559741,0.8579999999999999,0.996,0.14399999999999996,0.006000000000000001
353,0.25,0.5,0.7,3.6,1.0,0.8222117219824284,0.8839999999999998,0.9879999999999999,0.13799999999999993,0.006000000000000001
354,0.25,0.5,0.7,2.8,1.5,0.832887742448434,0.8679999999999995,0.9899999999999999,0.102,0.008
355,0.25,0.5,0.7,3.2,1.5,0.8354658981172525,0.8739999999999998,0.996,0.11199999999999997,0.004
356,0.25,0.5,0.7,3.6,1.5,0.8267779222850444,0.8459999999999998,0.998,0.12799999999999997,0.0
357,0.25,0.5,0.7,2.8,2.0,0.8297879906303889,0.8719999999999998,1.0,0.13199999999999995,0.002
358,0.25,0.5,0.7,3.2,2.0,0.8273506099468833,0.8679999999999995,1.0,0.14,0.0
359,0.25,0.5,0.7,3.6,2.0,0.8353324658745778,0.8779999999999997,1.0,0.12600000000000003,0.0
360,0.25,0.5,0.9,2.8,0.5,0.7745026566656383,0.8799999999999997,0.9619999999999999,0.126,0.058000000000000024
361,0.25,0.5,0.9,3.2,0.5,0.7947878685274907,0.8759999999999997,0.9559999999999998,0.12000000000000002,0.032
362,0.25,0.5,0.9,3.6,0.5,0.7961070352501136,0.8799999999999996,0.9579999999999999,0.14399999999999996,0.019999999999999997
363,0.25,0.5,0.9,2.8,1.0,0.8360006113316232,0.8799999999999993,0.9799999999999999,0.09000000000000005,0.01
364,0.25,0.5,0.9,3.2,1.0,0.8317388787218614,0.8759999999999997,0.998,0.11599999999999999,0.008
365,0.25,0.5,0.9,3.6,1.0,0.8267717501033176,0.8619999999999994,0.992,0.12599999999999997,0.002
366,0.25,0.5,0.9,2.8,1.5,0.8387020420217792,0.8759999999999993,0.9939999999999999,0.10400000000000002,0.004
367,0.25,0.5,0.9,3.2,1.5,0.8326259796347806,0.85,1.0,0.114,0.002
368,0.25,0.5,0.9,3.6,1.5,0.8325862023168604,0.8959999999999994,1.0,0.14399999999999996,0.0
369,0.25,0.5,0.9,2.8,2.0,0.8300778295177509,0.8799999999999994,0.996,0.128,0.004
370,0.25,0.5,0.9,3.2,2.0,0.8333639273711549,0.8539999999999995,1.0,0.11800000000000002,0.0
371,0.25,0.5,0.9,3.6,2.0,0.8343869882616465,0.8739999999999998,1.0,0.12599999999999997,0.0
372,0.25,0.5,1.0,2.8,0.5,0.7725010630894011,0.8599999999999999,0.9579999999999997,0.14800000000000002,0.04000000000000001
373,0.25,0.5,1.0,3.2,0.5,0.7921234875213223,0.8879999999999992,0.9539999999999996,0.10800000000000001,0.04600000000000001
374,0.25,0.5,1.0,3.6,0.5,0.8032640031736495,0.8899999999999997,0.9759999999999998,0.122,0.03400000000000001
375,0.25,0.5,1.0,2.8,1.0,0.7924366102944076,0.8439999999999998,0.9819999999999998,0.15,0.022
376,0.25,0.5,1.0,3.2,1.0,0.8230886202081303,0.8679999999999995,0.996,0.13000000000000003,0.008
377,0.25,0.5,1.0,3.6,1.0,0.8273314585625985,0.8779999999999996,0.9899999999999999,0.11999999999999997,0.008
378,0.25,0.5,1.0,2.8,1.5,0.8310668234481016,0.8699999999999997,0.996,0.11999999999999998,0.004
379,0.25,0.5,1.0,3.2,1.5,0.8254598746109596,0.856,1.0,0.12599999999999997,0.006000000000000001
380,0.25,0.5,1.0,3.6,1.5,0.8216589221367712,0.8699999999999997,1.0,0.15599999999999997,0.0
381,0.25,0.5,1.0,2.8,2.0,0.8378011177199312,0.8739999999999997,0.998,0.11599999999999996,0.0
382,0.25,0.5,1.0,3.2,2.0,0.8295265268662244,0.8839999999999993,1.0,0.144,0.0
383,0.25,0.5,1.0,3.6,2.0,0.8261227033468047,0.8659999999999998,1.0,0.142,0.0
384,0.25,0.7,0.5,2.8,0.5,0.7575734019240818,0.8559999999999998,0.9459999999999996,0.13999999999999996,0.05600000000000002
385,0.25,0.7,0.5,3.2,0.5,0.7724630391619947,0.8719999999999996,0.9579999999999997,0.13999999999999996,0.048000000000000015
386,0.25,0.7,0.5,3.6,0.5,0.7896147553443549,0.8739999999999997,0.972,0.136,0.03600000000000001
387,0.25,0.7,0.5,2.8,1.0,0.806714414861245,0.8819999999999995,0.9939999999999999,0.13199999999999998,0.03
388,0.25,0.7,0.5,3.2,1.0,0.8198393690242456,0.8359999999999999,0.988,0.12599999999999997,0.002
389,0.25,0.7,0.5,3.6,1.0,0.8402729580753314,0.8699999999999996,1.0,0.10999999999999999,0.0
390,0.25,0.7,0.5,2.8,1.5,0.828981135528805,0.8719999999999998,0.998,0.132,0.002
391,0.25,0.7,0.5,3.2,1.5,0.8301134841145056,0.8659999999999995,0.996,0.124,0.002
392,0.25,0.7,0.5,3.6,1.5,0.8384856701062836,0.8619999999999997,1.0,0.10999999999999996,0.0
393,0.25,0.7,0.5,2.8,2.0,0.8360146394696217,0.8699999999999997,0.998,0.11800000000000002,0.0
394,0.25,0.7,0.5,3.2,2.0,0.8342596339207278,0.8659999999999995,0.998,0.11999999999999997,0.0
395,0.25,0.7,0.5,3.6,2.0,0.8337942687129669,0.8639999999999994,1.0,0.122,0.0
396,0.25,0.7,0.7,2.8,0.5,0.7564029999314876,0.8679999999999995,0.9539999999999996,0.13799999999999998,0.06600000000000004
397,0.25,0.7,0.7,3.2,0.5,0.7731725725220363,0.8559999999999995,0.9599999999999999,0.1419999999999999,0.04200000000000001
398,0.25,0.7,0.7,3.6,0.5,0.7876552400483433,0.8659999999999998,0.9699999999999998,0.154,0.02600000000000001
399,0.25,0.7,0.7,2.8,1.0,0.812484993280957,0.8739999999999994,0.9799999999999999,0.12799999999999995,0.016
400,0.25,0.7,0.7,3.2,1.0,0.8297015520208506,0.8819999999999996,0.998,0.128,0.006000000000000001
401,0.25,0.7,0.7,3.6,1.0,0.8270934237674799,0.8779999999999997,0.998,0.136,0.004
402,0.25,0.7,0.7,2.8,1.5,0.8260608804080865,0.8659999999999997,0.9939999999999999,0.11999999999999998,0.008
403,0.25,0.7,0.7,3.2,1.5,0.829665646843554,0.8639999999999997,0.998,0.12999999999999998,0.0
404,0.25,0.7,0.7,3.6,1.5,0.8296399373939645,0.8639999999999994,1.0,0.12799999999999997,0.002
405,0.25,0.7,0.7,2.8,2.0,0.8251063994252802,0.8579999999999994,1.0,0.136,0.002
406,0.25,0.7,0.7,3.2,2.0,0.8309952441615844,0.8699999999999997,0.998,0.12599999999999997,0.002
407,0.25,0.7,0.7,3.6,2.0,0.8138977439039294,0.8339999999999996,1.0,0.158,0.0
408,0.25,0.7,0.9,2.8,0.5,0.7938068733338921,0.8579999999999997,0.9619999999999997,0.08800000000000001,0.05000000000000002
409,0.25,0.7,0.9,3.2,0.5,0.7612020058380256,0.8539999999999998,0.9559999999999995,0.16199999999999995,0.04400000000000001
410,0.25,0.7,0.9,3.6,0.5,0.8104865575233,0.8919999999999995,0.9699999999999999,0.12399999999999997,0.022
411,0.25,0.7,0.9,2.8,1.0,0.8032804954031905,0.8639999999999998,0.988,0.132,0.025999999999999995
412,0.25,0.7,0.9,3.2,1.0,0.8119671125808929,0.8759999999999997,0.9839999999999999,0.13799999999999996,0.013999999999999999
413,0.25,0.7,0.9,3.6,1.0,0.8217315907200338,0.8579999999999997,0.9939999999999999,0.13,0.006000000000000001
414,0.25,0.7,0.9,2.8,1.5,0.8253175877022405,0.8739999999999998,0.996,0.12799999999999995,0.008
415,0.25,0.7,0.9,3.2,1.5,0.831763416537569,0.8799999999999997,0.996,0.132,0.0
416,0.25,0.7,0.9,3.6,1.5,0.8326329960297714,0.9019999999999997,1.0,0.14799999999999996,0.0
417,0.25,0.7,0.9,2.8,2.0,0.8177088089148387,0.8599999999999994,0.998,0.154,0.002
418,0.25,0.7,0.9,3.2,2.0,0.8280447238168339,0.8639999999999998,0.998,0.13399999999999998,0.0
419,0.25,0.7,0.9,3.6,2.0,0.8227486830568151,0.8779999999999996,1.0,0.158,0.0
420,0.25,0.7,1.0,2.8,0.5,0.7801414819149921,0.8899999999999997,0.9479999999999997,0.13399999999999998,0.04400000000000001
421,0.25,0.7,1.0,3.2,0.5,0.7738223103161517,0.8639999999999994,0.9619999999999997,0.13199999999999998,0.05000000000000001
422,0.25,0.7,1.0,3.6,0.5,0.7867377072125515,0.8779999999999998,0.9659999999999997,0.14,0.03600000000000001
423,0.25,0.7,1.0,2.8,1.0,0.8140034782155751,0.8759999999999996,0.9839999999999999,0.11799999999999997,0.022
424,0.25,0.7,1.0,3.2,1.0,0.8131903158970613,0.8479999999999999,0.9939999999999999,0.122,0.018
425,0.25,0.7,1.0,3.6,1.0,0.8335988318470127,0.8839999999999997,0.998,0.11999999999999994,0.006000000000000001
426,0.25,0.7,1.0,2.8,1.5,0.8283642802493545,0.8979999999999994,0.9940000000000001,0.146,0.002
427,0.25,0.7,1.0,3.2,1.5,0.8271412259700228,0.8599999999999994,1.0,0.132,0.002
428,0.25,0.7,1.0,3.6,1.5,0.8272607604263957,0.8679999999999995,1.0,0.13599999999999995,0.002
429,0.25,0.7,1.0,2.8,2.0,0.8192859928943417,0.8599999999999994,1.0,0.15199999999999997,0.002
430,0.25,0.7,1.0,3.2,2.0,0.8309084110108178,0.866,1.0,0.12599999999999997,0.002
431,0.25,0.7,1.0,3.6,2.0,0.8355239801170729,0.8679999999999997,1.0,0.11999999999999997,0.0
432,0.25,0.9,0.5,2.8,0.5,0.7979731437347475,0.8919999999999996,0.9499999999999997,0.09600000000000002,0.04600000000000001
433,0.25,0.9,0.5,3.2,0.5,0.7794054927872576,0.8659999999999993,0.9519999999999998,0.14200000000000002,0.034
434,0.25,0.9,0.5,3.6,0.5,0.7862785414534907,0.8540000000000001,0.9559999999999995,0.12999999999999992,0.030000000000000013
435,0.25,0.9,0.5,2.8,1.0,0.811782024713045,0.8679999999999999,0.9819999999999999,0.12799999999999997,0.016
436,0.25,0.9,0.5,3.2,1.0,0.8383020681755631,0.8819999999999999,0.996,0.11,0.004
437,0.25,0.9,0.5,3.6,1.0,0.8160546593361246,0.8459999999999996,0.99,0.13799999999999998,0.004
438,0.25,0.9,0.5,2.8,1.5,0.8358814259406648,0.8639999999999999,0.9939999999999999,0.10399999999999998,0.004
439,0.25,0.9,0.5,3.2,1.5,0.8323894002665613,0.8719999999999996,0.996,0.11800000000000001,0.004
440,0.25,0.9,0.5,3.6,1.5,0.8378553592944268,0.8879999999999997,0.998,0.12399999999999999,0.0
441,0.25,0.9,0.5,2.8,2.0,0.8326392580955801,0.8699999999999996,1.0,0.128,0.0
442,0.25,0.9,0.5,3.2,2.0,0.8302482122530405,0.8899999999999996,1.0,0.146,0.0
443,0.25,0.9,0.5,3.6,2.0,0.8315787320838168,0.8759999999999997,1.0,0.134,0.0
444,0.25,0.9,0.7,2.8,0.5,0.7831484726904067,0.8939999999999998,0.9559999999999996,0.12199999999999997,0.05200000000000001
445,0.25,0.9,0.7,3.2,0.5,0.7911294769052182,0.8599999999999995,0.9679999999999996,0.10800000000000001,0.044000000000000004
446,0.25,0.9,0.7,3.6,0.5,0.7958352720442458,0.8479999999999999,0.9719999999999998,0.13399999999999995,0.022
447,0.25,0.9,0.7,2.8,1.0,0.8168725168851882,0.8659999999999993,0.992,0.132,0.012
448,0.25,0.9,0.7,3.2,1.0,0.8118282417694255,0.8399999999999997,0.996,0.14799999999999996,0.006000000000000001
449,0.25,0.9,0.7,3.6,1.0,0.8211188895958033,0.8759999999999996,0.9859999999999998,0.13799999999999998,0.004
450,0.25,0.9,0.7,2.8,1.5,0.825960624533937,0.8659999999999997,0.996,0.13,0.004
451,0.25,0.9,0.7,3.2,1.5,0.8149758455022399,0.8719999999999996,1.0,0.16599999999999995,0.004
452,0.25,0.9,0.7,3.6,1.5,0.822037575646961,0.8499999999999998,1.0,0.14399999999999996,0.0
453,0.25,0.9,0.7,2.8,2.0,0.8252005749158768,0.8659999999999998,0.998,0.138,0.002
454,0.25,0.9,0.7,3.2,2.0,0.8346817417918087,0.868,1.0,0.12199999999999997,0.0
455,0.25,0.9,0.7,3.6,2.0,0.8440679192242935,0.9139999999999996,1.0,0.12799999999999997,0.0
456,0.25,0.9,0.9,2.8,0.5,0.7818536589086725,0.8739999999999997,0.9559999999999995,0.126,0.04400000000000001
457,0.25,0.9,0.9,3.2,0.5,0.7910366506120459,0.8799999999999999,0.9719999999999998,0.14399999999999996,0.03200000000000001
458,0.25,0.9,0.9,3.6,0.5,0.778249714315801,0.8579999999999995,0.9759999999999998,0.16599999999999995,0.03200000000000001
459,0.25,0.9,0.9,2.8,1.0,0.8073548325903697,0.8839999999999998,0.9839999999999998,0.13799999999999998,0.022
460,0.25,0.9,0.9,3.2,1.0,0.8244527916446645,0.8619999999999999,0.992,0.11600000000000002,0.01
461,0.25,0.9,0.9,3.6,1.0,0.8308166834099551,0.8859999999999997,0.998,0.13999999999999996,0.0
462,0.25,0.9,0.9,2.8,1.5,0.81204063408223,0.8519999999999996,0.996,0.15800000000000003,0.004
463,0.25,0.9,0.9,3.2,1.5,0.8342596339207278,0.8659999999999998,0.998,0.11999999999999998,0.0
464,0.25,0.9,0.9,3.6,1.5,0.82453441686604,0.8379999999999996,1.0,0.13199999999999995,0.0
465,0.25,0.9,0.9,2.8,2.0,0.837245900984521,0.856,0.998,0.10799999999999997,0.0
466,0.25,0.9,0.9,3.2,2.0,0.8284978163387771,0.8659999999999995,1.0,0.136,0.0
467,0.25,0.9,0.9,3.6,2.0,0.8376792039204825,0.8699999999999996,1.0,0.11600000000000002,0.0
468,0.25,0.9,1.0,2.8,0.5,0.7669763967273919,0.8879999999999998,0.9539999999999996,0.15999999999999998,0.048000000000000015
469,0.25,0.9,1.0,3.2,0.5,0.7933017655967006,0.8719999999999996,0.9599999999999997,0.124,0.03200000000000001
470,0.25,0.9,1.0,3.6,0.5,0.8020633319204186,0.8539999999999996,0.9759999999999998,0.12999999999999998,0.02
471,0.25,0.9,1.0,2.8,1.0,0.8083749440652568,0.8779999999999997,0.9819999999999998,0.13799999999999998,0.018
472,0.25,0.9,1.0,3.2,1.0,0.8311043507944105,0.8659999999999995,0.996,0.11399999999999999,0.006000000000000001
473,0.25,0.9,1.0,3.6,1.0,0.8266471581384496,0.8879999999999998,0.996,0.15,0.0
474,0.25,0.9,1.0,2.8,1.5,0.8217269978963544,0.8539999999999998,0.998,0.13199999999999995,0.006000000000000001
475,0.25,0.9,1.0,3.2,1.5,0.8408847405720907,0.8779999999999994,0.996,0.10199999999999995,0.004
476,0.25,0.9,1.0,3.6,1.5,0.8331169200044497,0.8979999999999998,1.0,0.144,0.0
477,0.25,0.9,1.0,2.8,2.0,0.8321515842743032,0.8559999999999995,0.998,0.11599999999999996,0.002
478,0.25,0.9,1.0,3.2,2.0,0.8296081625401859,0.8559999999999997,1.0,0.12799999999999995,0.0
479,0.25,0.9,1.0,3.6,2.0,0.8342349895882557,0.8659999999999995,1.0,0.122,0.0
480,0.5,0.1,0.5,2.8,0.5,0.4997075793833259,0.708,0.794,0.294,0.204
481,0.5,0.1,0.5,3.2,0.5,0.5288652587226151,0.732,0.8279999999999998,0.288,0.18599999999999994
482,0.5,0.1,0.5,3.6,0.5,0.5742836440552752,0.7,0.8639999999999994,0.256,0.158
483,0.5,0.1,0.5,2.8,1.0,0.6014044914088781,0.7220000000000002,0.8899999999999997,0.272,0.13399999999999998
484,0.5,0.1,0.5,3.2,1.0,0.6400083912567212,0.7340000000000002,0.9119999999999997,0.272,0.10200000000000001
485,0.5,0.1,0.5,3.6,1.0,0.6610845481328129,0.728,0.9199999999999997,0.27599999999999997,0.08200000000000003
486,0.5,0.1,0.5,2.8,1.5,0.6637912770838015,0.7099999999999999,0.9259999999999997,0.25999999999999995,0.08600000000000002
487,0.5,0.1,0.5,3.2,1.5,0.7060878952077283,0.7739999999999999,0.9419999999999996,0.25999999999999995,0.05000000000000002
488,0.5,0.1,0.5,3.6,1.5,0.7309812229981181,0.7159999999999997,0.9579999999999997,0.27799999999999997,0.026000000000000002
489,0.5,0.1,0.5,2.8,2.0,0.6817549456437528,0.7439999999999999,0.9359999999999998,0.2740000000000001,0.06800000000000002
490,0.5,0.1,0.5,3.2,2.0,0.730650226607196,0.7100000000000003,0.9579999999999999,0.27,0.028000000000000004
491,0.5,0.1,0.5,3.6,2.0,0.7524179674725981,0.716,0.9939999999999999,0.30200000000000005,0.018
492,0.5,0.1,0.7,2.8,0.5,0.5174562490544634,0.6940000000000001,0.7839999999999998,0.264,0.18999999999999997
493,0.5,0.1,0.7,3.2,0.5,0.5748990212872934,0.7300000000000001,0.8559999999999997,0.30199999999999994,0.14199999999999996
494,0.5,0.1,0.7,3.6,0.5,0.6067265943101652,0.7159999999999997,0.8439999999999998,0.258,0.114
495,0.5,0.1,0.7,2.8,1.0,0.5941264502916341,0.7200000000000002,0.8839999999999997,0.28400000000000003,0.13600000000000004
496,0.5,0.1,0.7,3.2,1.0,0.6364879701181003,0.7340000000000002,0.8919999999999996,0.278,0.09600000000000002
497,0.5,0.1,0.7,3.6,1.0,0.6719173445884832,0.7320000000000002,0.9099999999999997,0.252,0.07200000000000002
498,0.5,0.1,0.7,2.8,1.5,0.661448936056444,0.73,0.9239999999999998,0.30400000000000005,0.07800000000000003
499,0.5,0.1,0.7,3.2,1.5,0.7177976961103298,0.7200000000000002,0.9679999999999999,0.30600000000000005,0.04000000000000001
500,0.5,0.1,0.7,3.6,1.5,0.7159142716392285,0.7240000000000002,0.9679999999999996,0.26999999999999996,0.04800000000000001
501,0.5,0.1,0.7,2.8,2.0,0.6978928115775866,0.7120000000000001,0.9599999999999995,0.30000000000000004,0.05800000000000001
502,0.5,0.1,0.7,3.2,2.0,0.7345876402364453,0.7340000000000001,0.9739999999999998,0.25599999999999995,0.03400000000000001
503,0.5,0.1,0.7,3.6,2.0,0.749475614541029,0.716,0.988,0.30200000000000005,0.018
504,0.5,0.1,0.9,2.8,0.5,0.5157460298966817,0.7520000000000002,0.8039999999999998,0.2859999999999999,0.19799999999999993
505,0.5,0.1,0.9,3.2,0.5,0.5254428085359775,0.6960000000000001,0.8420000000000001,0.2980000000000001,0.19000000000000003
