,ans,bll,lf,mas,ga,rmse,DOC,DOI,POC,POI
506,0.5,0.1,0.9,3.6,0.5,0.5535546880212726,0.7479999999999997,0.8399999999999995,0.31600000000000006,0.15799999999999992
507,0.5,0.1,0.9,2.8,1.0,0.6323270521414481,0.7079999999999999,0.8839999999999993,0.272,0.09799999999999999
508,0.5,0.1,0.9,3.2,1.0,0.6147041151682628,0.7239999999999999,0.8859999999999998,0.28800000000000003,0.114
509,0.5,0.1,0.9,3.6,1.0,0.6643803154114126,0.6839999999999999,0.9199999999999997,0.26799999999999996,0.08200000000000003
510,0.5,0.1,0.9,2.8,1.5,0.673504946599176,0.704,0.9019999999999996,0.28400000000000003,0.06000000000000002
511,0.5,0.1,0.9,3.2,1.5,0.6892221430574852,0.7260000000000002,0.9399999999999998,0.26399999999999996,0.06400000000000002
512,0.5,0.1,0.9,3.6,1.5,0.6941606637485955,0.7140000000000001,0.9379999999999997,0.28400000000000003,0.05400000000000001
513,0.5,0.1,0.9,2.8,2.0,0.7141980456239135,0.7319999999999998,0.9479999999999995,0.308,0.034
514,0.5,0.1,0.9,3.2,2.0,0.7478817685491403,0.7259999999999998,0.9679999999999996,0.28400000000000003,0.012
515,0.5,0.1,0.9,3.6,2.0,0.762441770536793,0.7039999999999997,0.9819999999999999,0.25399999999999995,0.01
516,0.5,0.1,1.0,2.8,0.5,0.5110174851627789,0.708,0.8059999999999999,0.32400000000000007,0.188
517,0.5,0.1,1.0,3.2,0.5,0.5497309433912034,0.722,0.8420000000000001,0.22999999999999993,0.18999999999999997
518,0.5,0.1,1.0,3.6,0.5,0.5635404869444448,0.6899999999999998,0.8579999999999999,0.3140000000000001,0.15199999999999997
519,0.5,0.1,1.0,2.8,1.0,0.6038121876654534,0.7320000000000002,0.8939999999999995,0.284,0.13
520,0.5,0.1,1.0,3.2,1.0,0.6110665645065269,0.7260000000000001,0.8799999999999996,0.28600000000000003,0.11600000000000002
521,0.5,0.1,1.0,3.6,1.0,0.6714304133282927,0.74,0.9279999999999995,0.248,0.08200000000000003
522,0.5,0.1,1.0,2.8,1.5,0.6747440240418556,0.716,0.9119999999999997,0.28800000000000003,0.06200000000000002
523,0.5,0.1,1.0,3.2,1.5,0.6890130566214672,0.718,0.9479999999999995,0.3239999999999999,0.058000000000000024
524,0.5,0.1,1.0,3.6,1.5,0.7153563088712491,0.688,0.9499999999999997,0.30800000000000005,0.03600000000000001
525,0.5,0.1,1.0,2.8,2.0,0.6977887553999529,0.7260000000000002,0.9399999999999994,0.268,0.05400000000000002
526,0.5,0.1,1.0,3.2,2.0,0.7232785141972153,0.6799999999999998,0.9739999999999998,0.298,0.042
527,0.5,0.1,1.0,3.6,2.0,0.7526378380210165,0.6920000000000002,0.9899999999999999,0.27399999999999997,0.022000000000000002
528,0.5,0.3,0.5,2.8,0.5,0.5400665941468937,0.7159999999999997,0.8059999999999999,0.29600000000000004,0.16399999999999995
529,0.5,0.3,0.5,3.2,0.5,0.5356235037072012,0.726,0.8279999999999997,0.288,0.17799999999999994
530,0.5,0.3,0.5,3.6,0.5,0.5740277588465263,0.7020000000000001,0.8659999999999997,0.30200000000000005,0.146
531,0.5,0.3,0.5,2.8,1.0,0.6193561467383263,0.718,0.8739999999999997,0.29,0.10399999999999997
532,0.5,0.3,0.5,3.2,1.0,0.6364070295086183,0.754,0.9079999999999996,0.33000000000000007,0.09399999999999999
533,0.5,0.3,0.5,3.6,1.0,0.6688167369102835,0.7440000000000003,0.9279999999999998,0.294,0.07400000000000004
534,0.5,0.3,0.5,2.8,1.5,0.6681904881577494,0.6740000000000002,0.9239999999999998,0.2719999999999999,0.08000000000000003
535,0.5,0.3,0.5,3.2,1.5,0.7038599370286557,0.7599999999999999,0.9379999999999997,0.24999999999999992,0.05200000000000001
536,0.5,0.3,0.5,3.6,1.5,0.7457016326894668,0.6940000000000002,0.9759999999999998,0.2719999999999999,0.022000000000000002
537,0.5,0.3,0.5,2.8,2.0,0.7104054268754956,0.7199999999999999,0.9719999999999998,0.2540000000000001,0.060000000000000026
538,0.5,0.3,0.5,3.2,2.0,0.7316156899528585,0.7140000000000002,0.9799999999999999,0.306,0.03200000000000001
539,0.5,0.3,0.5,3.6,2.0,0.7519420824769505,0.7240000000000002,0.9819999999999999,0.28800000000000003,0.013999999999999999
540,0.5,0.3,0.7,2.8,0.5,0.5294526993974058,0.7040000000000001,0.8399999999999995,0.26999999999999996,0.19400000000000003
541,0.5,0.3,0.7,3.2,0.5,0.5539961514647006,0.6920000000000001,0.8439999999999999,0.28200000000000003,0.16399999999999995
542,0.5,0.3,0.7,3.6,0.5,0.5715877559683332,0.7259999999999998,0.8439999999999998,0.282,0.14599999999999994
543,0.5,0.3,0.7,2.8,1.0,0.6098956611548023,0.7399999999999999,0.8739999999999994,0.2440000000000001,0.128
544,0.5,0.3,0.7,3.2,1.0,0.6355045973695046,0.6940000000000004,0.8839999999999995,0.2760000000000001,0.09400000000000003
545,0.5,0.3,0.7,3.6,1.0,0.6759074297661198,0.7120000000000003,0.9199999999999995,0.26,0.07000000000000003
546,0.5,0.3,0.7,2.8,1.5,0.6705630569531034,0.75,0.9319999999999995,0.306,0.07200000000000004
547,0.5,0.3,0.7,3.2,1.5,0.7151517171967541,0.7080000000000001,0.9479999999999998,0.25799999999999995,0.042000000000000016
548,0.5,0.3,0.7,3.6,1.5,0.7309608955645965,0.7379999999999997,0.9719999999999999,0.236,0.04200000000000001
549,0.5,0.3,0.7,2.8,2.0,0.7069871140063227,0.7360000000000001,0.9479999999999997,0.278,0.04600000000000001
550,0.5,0.3,0.7,3.2,2.0,0.7442429327119068,0.7480000000000001,0.9759999999999998,0.28,0.019999999999999997
551,0.5,0.3,0.7,3.6,2.0,0.7562926461668948,0.7099999999999999,0.99,0.29000000000000004,0.013999999999999999
552,0.5,0.3,0.9,2.8,0.5,0.5253432959583749,0.7239999999999999,0.8179999999999997,0.2880000000000001,0.18599999999999994
553,0.5,0.3,0.9,3.2,0.5,0.5317267394113847,0.7380000000000002,0.8179999999999998,0.28400000000000003,0.18200000000000005
554,0.5,0.3,0.9,3.6,0.5,0.5315749911840782,0.7199999999999999,0.8539999999999998,0.322,0.182
555,0.5,0.3,0.9,2.8,1.0,0.5980112290170847,0.7020000000000001,0.8679999999999995,0.30000000000000004,0.12200000000000001
556,0.5,0.3,0.9,3.2,1.0,0.6408453718864102,0.6960000000000002,0.8899999999999995,0.28,0.09000000000000002
557,0.5,0.3,0.9,3.6,1.0,0.6697160497329133,0.7100000000000002,0.9299999999999997,0.244,0.08600000000000003
558,0.5,0.3,0.9,2.8,1.5,0.6970324661209983,0.6919999999999998,0.9419999999999996,0.2739999999999999,0.056000000000000015
559,0.5,0.3,0.9,3.2,1.5,0.6968141901447975,0.7300000000000001,0.9499999999999997,0.298,0.05400000000000002
560,0.5,0.3,0.9,3.6,1.5,0.7235268744542459,0.6780000000000002,0.9539999999999997,0.27,0.03600000000000001
561,0.5,0.3,0.9,2.8,2.0,0.7173968701354707,0.6920000000000003,0.9499999999999997,0.25600000000000006,0.04200000000000001
562,0.5,0.3,0.9,3.2,2.0,0.7376356327020435,0.7280000000000002,0.9779999999999999,0.26,0.03200000000000001
563,0.5,0.3,0.9,3.6,2.0,0.7549770463627659,0.728,0.99,0.308,0.012
564,0.5,0.3,1.0,2.8,0.5,0.5266787722027236,0.7239999999999999,0.8259999999999998,0.268,0.19400000000000003
565,0.5,0.3,1.0,3.2,0.5,0.5336448525932238,0.7040000000000001,0.8159999999999996,0.25,0.18799999999999994
566,0.5,0.3,1.0,3.6,0.5,0.5716923702281222,0.7040000000000001,0.8519999999999998,0.274,0.14999999999999997
567,0.5,0.3,1.0,2.8,1.0,0.6005442323030803,0.698,0.8639999999999997,0.31199999999999994,0.11599999999999998
568,0.5,0.3,1.0,3.2,1.0,0.6215454242501153,0.7080000000000001,0.9079999999999998,0.322,0.11000000000000001
569,0.5,0.3,1.0,3.6,1.0,0.6750468718075179,0.7400000000000001,0.9199999999999997,0.274,0.06800000000000003
570,0.5,0.3,1.0,2.8,1.5,0.6747133478966397,0.7020000000000001,0.9199999999999998,0.30000000000000004,0.06400000000000004
571,0.5,0.3,1.0,3.2,1.5,0.7141341745966446,0.7120000000000002,0.9499999999999996,0.304,0.03600000000000001
572,0.5,0.3,1.0,3.6,1.5,0.7219276688749499,0.7000000000000002,0.9619999999999997,0.32800000000000007,0.032
573,0.5,0.3,1.0,2.8,2.0,0.6961417144812678,0.7019999999999997,0.9339999999999996,0.26600000000000007,0.05400000000000001
574,0.5,0.3,1.0,3.2,2.0,0.7244991634915494,0.7420000000000002,0.9819999999999999,0.3,0.04000000000000001
575,0.5,0.3,1.0,3.6,2.0,0.7537525352475938,0.73,0.9799999999999999,0.31199999999999994,0.008
576,0.5,0.5,0.5,2.8,0.5,0.521919541766446,0.7040000000000001,0.8259999999999998,0.306,0.18599999999999997
577,0.5,0.5,0.5,3.2,0.5,0.5452008402180338,0.7239999999999999,0.8179999999999998,0.2900000000000001,0.16400000000000003
578,0.5,0.5,0.5,3.6,0.5,0.5618997335953584,0.728,0.8359999999999999,0.29800000000000004,0.15
579,0.5,0.5,0.5,2.8,1.0,0.5895188622188376,0.7040000000000001,0.8779999999999994,0.3040000000000001,0.13399999999999998
580,0.5,0.5,0.5,3.2,1.0,0.6320967917162026,0.7239999999999999,0.9119999999999997,0.3,0.10400000000000001
581,0.5,0.5,0.5,3.6,1.0,0.6706171521187,0.7179999999999999,0.9239999999999998,0.296,0.07000000000000003
582,0.5,0.5,0.5,2.8,1.5,0.6517524501909603,0.6919999999999998,0.9219999999999997,0.2859999999999999,0.09200000000000001
583,0.5,0.5,0.5,3.2,1.5,0.693431491260449,0.7240000000000001,0.9539999999999996,0.284,0.06200000000000003
584,0.5,0.5,0.5,3.6,1.5,0.7320635956845585,0.7019999999999998,0.9739999999999998,0.276,0.034
585,0.5,0.5,0.5,2.8,2.0,0.7126482970890309,0.7120000000000003,0.9579999999999995,0.24800000000000005,0.052000000000000005
586,0.5,0.5,0.5,3.2,2.0,0.7336198862856185,0.7460000000000001,0.9819999999999999,0.30400000000000005,0.030000000000000006
587,0.5,0.5,0.5,3.6,2.0,0.7478090856979944,0.732,0.9819999999999999,0.27599999999999997,0.019999999999999997
588,0.5,0.5,0.7,2.8,0.5,0.5360226140721542,0.7239999999999998,0.792,0.27999999999999997,0.17
589,0.5,0.5,0.7,3.2,0.5,0.5193283128049205,0.7200000000000003,0.8019999999999997,0.264,0.1959999999999999
590,0.5,0.5,0.7,3.6,0.5,0.5705747319042673,0.7339999999999999,0.8639999999999994,0.26,0.16199999999999995
591,0.5,0.5,0.7,2.8,1.0,0.6123581510181426,0.7000000000000002,0.8819999999999995,0.26,0.122
592,0.5,0.5,0.7,3.2,1.0,0.6052111388931056,0.714,0.8979999999999996,0.2699999999999999,0.13399999999999998
593,0.5,0.5,0.7,3.6,1.0,0.6909672906587779,0.6919999999999997,0.9339999999999999,0.2879999999999999,0.05600000000000002
594,0.5,0.5,0.7,2.8,1.5,0.6623164874871439,0.7079999999999999,0.9119999999999997,0.29399999999999993,0.07400000000000001
595,0.5,0.5,0.7,3.2,1.5,0.6835490968793103,0.7280000000000001,0.9419999999999997,0.31199999999999994,0.06200000000000003
596,0.5,0.5,0.7,3.6,1.5,0.7270147815733252,0.708,0.9719999999999998,0.24799999999999997,0.04400000000000001
597,0.5,0.5,0.7,2.8,2.0,0.7107904566541186,0.68,0.9599999999999997,0.31200000000000006,0.04600000000000002
598,0.5,0.5,0.7,3.2,2.0,0.7328148841461332,0.6859999999999999,0.9659999999999997,0.29200000000000004,0.028000000000000004
599,0.5,0.5,0.7,3.6,2.0,0.7481890027073164,0.6819999999999999,0.98,0.32799999999999996,0.016
600,0.5,0.5,0.9,2.8,0.5,0.5094463847768385,0.6960000000000002,0.7839999999999998,0.2859999999999999,0.192
601,0.5,0.5,0.9,3.2,0.5,0.5378777037114207,0.694,0.8339999999999996,0.29600000000000004,0.17399999999999996
602,0.5,0.5,0.9,3.6,0.5,0.5857981074983211,0.7259999999999996,0.8639999999999998,0.298,0.134
603,0.5,0.5,0.9,2.8,1.0,0.5951828571663225,0.71,0.8779999999999998,0.29400000000000004,0.12999999999999995
604,0.5,0.5,0.9,3.2,1.0,0.6284477959976342,0.72,0.8859999999999997,0.296,0.09800000000000003
605,0.5,0.5,0.9,3.6,1.0,0.6845352509312863,0.7019999999999998,0.9399999999999997,0.2820000000000001,0.06600000000000003
606,0.5,0.5,0.9,2.8,1.5,0.6370739317563696,0.7200000000000004,0.8959999999999995,0.272,0.09799999999999998
607,0.5,0.5,0.9,3.2,1.5,0.6854998528438803,0.736,0.9439999999999996,0.272,0.06800000000000003
608,0.5,0.5,0.9,3.6,1.5,0.7359582038918712,0.6900000000000002,0.9679999999999996,0.26399999999999996,0.030000000000000006
609,0.5,0.5,0.9,2.8,2.0,0.6991730310524,0.6940000000000001,0.954,0.3080000000000001,0.05400000000000001
610,0.5,0.5,0.9,3.2,2.0,0.725954536754114,0.7040000000000002,0.9679999999999996,0.262,0.04000000000000001
611,0.5,0.5,0.9,3.6,2.0,0.7571093063623786,0.7219999999999999,0.978,0.26799999999999996,0.01
612,0.5,0.5,1.0,2.8,0.5,0.5181789147044625,0.7120000000000001,0.7760000000000001,0.2679999999999999,0.18799999999999994
613,0.5,0.5,1.0,3.2,0.5,0.5442401498072741,0.7079999999999999,0.828,0.30200000000000005,0.16399999999999995
614,0.5,0.5,1.0,3.6,0.5,0.5479829195168553,0.716,0.8259999999999995,0.278,0.16599999999999998
615,0.5,0.5,1.0,2.8,1.0,0.5962898754197463,0.7260000000000001,0.8639999999999994,0.256,0.13399999999999995
616,0.5,0.5,1.0,3.2,1.0,0.6237590659397882,0.716,0.9099999999999996,0.28200000000000003,0.11599999999999996
617,0.5,0.5,1.0,3.6,1.0,0.6823885877774556,0.7200000000000002,0.9419999999999997,0.284,0.06800000000000002
618,0.5,0.5,1.0,2.8,1.5,0.6480405074324804,0.7099999999999999,0.9119999999999999,0.2779999999999999,0.09200000000000003
619,0.5,0.5,1.0,3.2,1.5,0.710945327247755,0.6719999999999999,0.9539999999999996,0.282,0.048000000000000015
620,0.5,0.5,1.0,3.6,1.5,0.7198845230852214,0.674,0.9499999999999997,0.29800000000000004,0.034
621,0.5,0.5,1.0,2.8,2.0,0.706008600600626,0.71,0.9599999999999997,0.26599999999999985,0.056000000000000015
622,0.5,0.5,1.0,3.2,2.0,0.738693744248014,0.6780000000000002,0.978,0.31800000000000006,0.026000000000000006
623,0.5,0.5,1.0,3.6,2.0,0.7490130249443356,0.7,0.9759999999999998,0.272,0.018
624,0.5,0.7,0.5,2.8,0.5,0.5151637483753781,0.706,0.8079999999999998,0.2720000000000001,0.198
625,0.5,0.7,0.5,3.2,0.5,0.4985162212814156,0.75,0.7739999999999999,0.29,0.21
626,0.5,0.7,0.5,3.6,0.5,0.5468396596451836,0.694,0.8499999999999998,0.306,0.168
627,0.5,0.7,0.5,2.8,1.0,0.5605972494517347,0.6540000000000002,0.8639999999999999,0.3220000000000001,0.16
628,0.5,0.7,0.5,3.2,1.0,0.6170039786161801,0.7300000000000004,0.9019999999999996,0.2980000000000001,0.11599999999999999
629,0.5,0.7,0.5,3.6,1.0,0.6788128436382537,0.7279999999999996,0.9439999999999995,0.31000000000000005,0.06800000000000002
630,0.5,0.7,0.5,2.8,1.5,0.6718297099348577,0.7319999999999998,0.9239999999999996,0.314,0.06600000000000002
631,0.5,0.7,0.5,3.2,1.5,0.7013692240264504,0.714,0.9419999999999997,0.28600000000000014,0.04800000000000001
632,0.5,0.7,0.5,3.6,1.5,0.7162075500877538,0.7259999999999996,0.9719999999999999,0.278,0.048000000000000015
633,0.5,0.7,0.5,2.8,2.0,0.7115916179822978,0.75,0.9439999999999997,0.28800000000000003,0.038000000000000006
634,0.5,0.7,0.5,3.2,2.0,0.7303853882796247,0.7399999999999998,0.9619999999999999,0.26799999999999996,0.03
635,0.5,0.7,0.5,3.6,2.0,0.7633102057628125,0.7079999999999999,0.9899999999999999,0.2699999999999999,0.01
636,0.5,0.7,0.7,2.8,0.5,0.5408227725720014,0.6759999999999998,0.8079999999999999,0.25399999999999995,0.17399999999999988
637,0.5,0.7,0.7,3.2,0.5,0.5230708512627018,0.7119999999999997,0.8239999999999997,0.286,0.19
638,0.5,0.7,0.7,3.6,0.5,0.5793857146333083,0.7319999999999999,0.8559999999999995,0.24599999999999994,0.154
639,0.5,0.7,0.7,2.8,1.0,0.6175486627498923,0.7359999999999998,0.8859999999999996,0.256,0.11999999999999994
640,0.5,0.7,0.7,3.2,1.0,0.6200541461106297,0.7399999999999998,0.9059999999999995,0.292,0.11599999999999999
641,0.5,0.7,0.7,3.6,1.0,0.6745877904573014,0.7299999999999999,0.9259999999999994,0.27800000000000014,0.07000000000000002
642,0.5,0.7,0.7,2.8,1.5,0.6566474939266964,0.7080000000000001,0.9239999999999995,0.256,0.09399999999999999
643,0.5,0.7,0.7,3.2,1.5,0.6968143666657447,0.7160000000000001,0.9439999999999995,0.26399999999999996,0.058000000000000024
644,0.5,0.7,0.7,3.6,1.5,0.7299229888227207,0.706,0.9679999999999999,0.27,0.034
645,0.5,0.7,0.7,2.8,2.0,0.6984026090464062,0.696,0.9399999999999997,0.308,0.04800000000000001
646,0.5,0.7,0.7,3.2,2.0,0.7363985150128443,0.7360000000000001,0.9679999999999999,0.28200000000000003,0.024
647,0.5,0.7,0.7,3.6,2.0,0.7613336360243856,0.7379999999999999,0.9779999999999999,0.25399999999999995,0.008
648,0.5,0.7,0.9,2.8,0.5,0.5353350881692751,0.7399999999999998,0.7999999999999997,0.30800000000000005,0.16799999999999998
649,0.5,0.7,0.9,3.2,0.5,0.5204631262230377,0.7320000000000002,0.8519999999999999,0.272,0.20999999999999988
650,0.5,0.7,0.9,3.6,0.5,0.5707178170105179,0.6639999999999999,0.8299999999999998,0.30000000000000004,0.13799999999999993
651,0.5,0.7,0.9,2.8,1.0,0.5837129042271526,0.7219999999999998,0.8859999999999993,0.292,0.146
652,0.5,0.7,0.9,3.2,1.0,0.6473961130311735,0.7219999999999999,0.9099999999999997,0.29600000000000004,0.088
653,0.5,0.7,0.9,3.6,1.0,0.6608218402638992,0.7,0.9339999999999994,0.28400000000000003,0.08800000000000002
654,0.5,0.7,0.9,2.8,1.5,0.6699761663315732,0.6659999999999999,0.9139999999999995,0.254,0.07800000000000003
655,0.5,0.7,0.9,3.2,1.5,0.7011252340894887,0.73,0.9539999999999995,0.2639999999999999,0.058000000000000024
656,0.5,0.7,0.9,3.6,1.5,0.7291254782216714,0.7319999999999999,0.9779999999999999,0.2740000000000001,0.03800000000000001
657,0.5,0.7,0.9,2.8,2.0,0.70954682111866,0.7459999999999998,0.9539999999999996,0.29,0.044000000000000004
658,0.5,0.7,0.9,3.2,2.0,0.7516210413957601,0.7200000000000002,0.9719999999999999,0.22,0.024
659,0.5,0.7,0.9,3.6,2.0,0.7530433443472023,0.7400000000000001,0.988,0.28400000000000003,0.016
660,0.5,0.7,1.0,2.8,0.5,0.4891626856470332,0.7400000000000001,0.7899999999999997,0.28200000000000003,0.22399999999999998
661,0.5,0.7,1.0,3.2,0.5,0.5529269939526349,0.726,0.816,0.25000000000000006,0.16799999999999993
662,0.5,0.7,1.0,3.6,0.5,0.6085170359684788,0.7280000000000001,0.8779999999999998,0.2859999999999999,0.11800000000000005
663,0.5,0.7,1.0,2.8,1.0,0.5926177688994334,0.7,0.8859999999999997,0.316,0.13199999999999998
664,0.5,0.7,1.0,3.2,1.0,0.6294939225061098,0.7020000000000001,0.8779999999999996,0.26600000000000007,0.10000000000000002
665,0.5,0.7,1.0,3.6,1.0,0.6523665105334202,0.74,0.9199999999999998,0.26599999999999996,0.09400000000000003
666,0.5,0.7,1.0,2.8,1.5,0.6697968529139249,0.742,0.9399999999999996,0.306,0.07600000000000004
667,0.5,0.7,1.0,3.2,1.5,0.6916851703459976,0.68,0.9319999999999996,0.28400000000000003,0.056000000000000015
668,0.5,0.7,1.0,3.6,1.5,0.7188614805174791,0.7020000000000001,0.9459999999999995,0.28800000000000003,0.03200000000000001
669,0.5,0.7,1.0,2.8,2.0,0.73619062869524,0.672,0.9699999999999998,0.28,0.03
670,0.5,0.7,1.0,3.2,2.0,0.7507862398662456,0.6920000000000001,0.9799999999999999,0.266,0.019999999999999997
671,0.5,0.7,1.0,3.6,2.0,0.7549612916603818,0.6899999999999998,0.992,0.308,0.016
672,0.5,0.9,0.5,2.8,0.5,0.4954866520138408,0.7319999999999999,0.8419999999999997,0.28,0.23199999999999998
673,0.5,0.9,0.5,3.2,0.5,0.53102053668949,0.7299999999999999,0.8379999999999996,0.30400000000000005,0.1819999999999999
674,0.5,0.9,0.5,3.6,0.5,0.5486883455622167,0.7039999999999997,0.8459999999999996,0.318,0.16199999999999995
675,0.5,0.9,0.5,2.8,1.0,0.6204866752062219,0.706,0.8659999999999995,0.254,0.10799999999999998
676,0.5,0.9,0.5,3.2,1.0,0.6279741524864573,0.7420000000000002,0.8859999999999996,0.3160000000000001,0.09600000000000002
677,0.5,0.9,0.5,3.6,1.0,0.6699450362694047,0.7360000000000001,0.9159999999999997,0.24799999999999997,0.07800000000000004
678,0.5,0.9,0.5,2.8,1.5,0.6705489107368312,0.7239999999999996,0.9199999999999996,0.27599999999999997,0.07200000000000004
679,0.5,0.9,0.5,3.2,1.5,0.6896284458062916,0.6920000000000002,0.9339999999999996,0.264,0.06200000000000003
680,0.5,0.9,0.5,3.6,1.5,0.7334863532077291,0.7,0.9659999999999997,0.25800000000000006,0.03200000000000001
681,0.5,0.9,0.5,2.8,2.0,0.7141472288049575,0.6920000000000001,0.9439999999999996,0.25799999999999995,0.04200000000000001
682,0.5,0.9,0.5,3.2,2.0,0.7300528285870698,0.7219999999999999,0.9619999999999997,0.282,0.028000000000000004
683,0.5,0.9,0.5,3.6,2.0,0.7604289779923226,0.7060000000000001,0.9819999999999999,0.27599999999999986,0.008
684,0.5,0.9,0.7,2.8,0.5,0.5369158125516582,0.7460000000000002,0.84,0.2580000000000001,0.19399999999999998
685,0.5,0.9,0.7,3.2,0.5,0.5354552546514364,0.7239999999999996,0.8279999999999998,0.28800000000000003,0.17799999999999994
686,0.5,0.9,0.7,3.6,0.5,0.5630468199201025,0.7319999999999999,0.8439999999999999,0.24199999999999997,0.16999999999999993
687,0.5,0.9,0.7,2.8,1.0,0.5894355113591492,0.7020000000000001,0.8679999999999999,0.27799999999999997,0.13599999999999995
688,0.5,0.9,0.7,3.2,1.0,0.6358451393246576,0.6999999999999997,0.9119999999999999,0.268,0.10799999999999997
689,0.5,0.9,0.7,3.6,1.0,0.6683312213933051,0.7140000000000001,0.9319999999999996,0.276,0.08000000000000002
690,0.5,0.9,0.7,2.8,1.5,0.6594521382266207,0.6899999999999998,0.9259999999999997,0.2760000000000001,0.088
691,0.5,0.9,0.7,3.2,1.5,0.7195922459335403,0.7020000000000001,0.9599999999999995,0.27599999999999997,0.04000000000000001
692,0.5,0.9,0.7,3.6,1.5,0.7212233174788307,0.682,0.9579999999999999,0.282,0.03800000000000001
693,0.5,0.9,0.7,2.8,2.0,0.7022706615919727,0.696,0.9619999999999997,0.29800000000000004,0.05600000000000002
694,0.5,0.9,0.7,3.2,2.0,0.7441218684292551,0.7059999999999998,0.9759999999999998,0.304,0.018
695,0.5,0.9,0.7,3.6,2.0,0.7554079263219666,0.7179999999999999,0.986,0.258,0.018
696,0.5,0.9,0.9,2.8,0.5,0.5016153836991966,0.7040000000000001,0.7899999999999996,0.3220000000000001,0.19399999999999995
697,0.5,0.9,0.9,3.2,0.5,0.532223763972825,0.732,0.8399999999999999,0.30999999999999994,0.17999999999999994
698,0.5,0.9,0.9,3.6,0.5,0.5806560648233043,0.736,0.8459999999999995,0.27399999999999997,0.13999999999999999
699,0.5,0.9,0.9,2.8,1.0,0.5825366964248548,0.7200000000000003,0.8879999999999997,0.266,0.15600000000000003
700,0.5,0.9,0.9,3.2,1.0,0.6347439165586892,0.728,0.9019999999999997,0.32000000000000006,0.09400000000000004
701,0.5,0.9,0.9,3.6,1.0,0.6498482761675028,0.6839999999999999,0.8799999999999996,0.2740000000000001,0.07800000000000003
702,0.5,0.9,0.9,2.8,1.5,0.6423100220625927,0.7160000000000001,0.9019999999999997,0.296,0.09000000000000002
703,0.5,0.9,0.9,3.2,1.5,0.704675273005732,0.7340000000000001,0.9359999999999998,0.284,0.042
704,0.5,0.9,0.9,3.6,1.5,0.7263468501752537,0.7240000000000002,0.9679999999999999,0.2859999999999999,0.034
705,0.5,0.9,0.9,2.8,2.0,0.6905128094032367,0.6900000000000003,0.9339999999999997,0.29200000000000004,0.05600000000000001
706,0.5,0.9,0.9,3.2,2.0,0.7394898096789131,0.7060000000000001,0.9659999999999995,0.264,0.024
707,0.5,0.9,0.9,3.6,2.0,0.7603865544170947,0.7300000000000001,0.9919999999999999,0.2880000000000001,0.01
708,0.5,0.9,1.0,2.8,0.5,0.5129627998468079,0.7440000000000001,0.8,0.262,0.20799999999999996
709,0.5,0.9,1.0,3.2,0.5,0.5183260968081811,0.7040000000000001,0.8219999999999997,0.26,0.2039999999999999
710,0.5,0.9,1.0,3.6,0.5,0.5711781489642342,0.7239999999999999,0.8459999999999995,0.29400000000000004,0.14399999999999993
711,0.5,0.9,1.0,2.8,1.0,0.5949027566960556,0.7379999999999999,0.8699999999999999,0.28600000000000003,0.12999999999999998
712,0.5,0.9,1.0,3.2,1.0,0.6331446309981099,0.708,0.8999999999999996,0.272,0.10400000000000001
713,0.5,0.9,1.0,3.6,1.0,0.6645620266440682,0.7239999999999998,0.9319999999999997,0.306,0.07800000000000003
714,0.5,0.9,1.0,2.8,1.5,0.6735132460156383,0.7,0.9239999999999995,0.308,0.06600000000000003
715,0.5,0.9,1.0,3.2,1.5,0.7069690419533767,0.738,0.9459999999999996,0.26399999999999996,0.048000000000000015
716,0.5,0.9,1.0,3.6,1.5,0.7205484463591907,0.7280000000000001,0.9619999999999997,0.2699999999999999,0.04000000000000001
717,0.5,0.9,1.0,2.8,2.0,0.7176206169592174,0.7439999999999999,0.9639999999999996,0.23799999999999996,0.05200000000000002
718,0.5,0.9,1.0,3.2,2.0,0.7398912848090456,0.7239999999999998,0.9779999999999999,0.3059999999999999,0.022
719,0.5,0.9,1.0,3.6,2.0,0.7502250368061971,0.74,0.9819999999999998,0.28400000000000003,0.016
720,0.75,0.1,0.5,2.8,0.5,0.41639266415289633,0.648,0.742,0.306,0.278
721,0.75,0.1,0.5,3.2,0.5,0.3782084297957349,0.618,0.7120000000000001,0.32,0.31200000000000006
722,0.75,0.1,0.5,3.6,0.5,0.40547692217542297,0.6639999999999999,0.774,0.36200000000000004,0.28400000000000003
723,0.75,0.1,0.5,2.8,1.0,0.44784714461793473,0.664,0.7659999999999999,0.344,0.23999999999999994
724,0.75,0.1,0.5,3.2,1.0,0.5329816594451455,0.6480000000000001,0.8040000000000002,0.326,0.16599999999999995
725,0.75,0.1,0.5,3.6,1.0,0.5239817018379032,0.6720000000000002,0.8059999999999995,0.3460000000000001,0.17199999999999996
726,0.75,0.1,0.5,2.8,1.5,0.5396451324155265,0.6599999999999998,0.8419999999999997,0.3580000000000002,0.168
727,0.75,0.1,0.5,3.2,1.5,0.6029444645005213,0.6359999999999998,0.8659999999999995,0.31600000000000006,0.12000000000000002
728,0.75,0.1,0.5,3.6,1.5,0.6135647685267825,0.6660000000000003,0.8859999999999998,0.35,0.10999999999999999
729,0.75,0.1,0.5,2.8,2.0,0.5856739230751388,0.6560000000000001,0.8599999999999998,0.414,0.13
730,0.75,0.1,0.5,3.2,2.0,0.6806258850679299,0.632,0.9299999999999998,0.3400000000000001,0.06800000000000003
