,ans,bll,lf,rmse,DOC,DOI,POC,POI
73,0.5,0.9,0.7,0.4232763092782773,0.7479999999999998,0.7299999999999999,0.32599999999999996,0.2800000000000001
74,0.5,0.9,0.9,0.3953536032389593,0.726,0.738,0.3120000000000001,0.31200000000000006
75,0.75,0.1,0.1,0.3713991805390489,0.652,0.64,0.3280000000000001,0.32
76,0.75,0.1,0.3,0.32387792324740483,0.634,0.6540000000000002,0.34600000000000003,0.36400000000000005
77,0.75,0.1,0.5,0.3372551200405351,0.6539999999999999,0.6639999999999999,0.36000000000000015,0.3479999999999999
78,0.75,0.1,0.7,0.36189443827049483,0.644,0.6420000000000001,0.3480000000000001,0.3240000000000001
79,0.75,0.1,0.9,0.3488181671062677,0.628,0.642,0.32599999999999985,0.3399999999999999
80,0.75,0.3,0.1,0.34307226777671007,0.632,0.6759999999999999,0.3720000000000001,0.3360000000000001
81,0.75,0.3,0.3,0.33605229832924094,0.6300000000000002,0.642,0.3739999999999999,0.3479999999999999
82,0.75,0.3,0.5,0.3719152493801525,0.68,0.6460000000000001,0.37600000000000017,0.32
83,0.75,0.3,0.7,0.3363575329081759,0.6920000000000002,0.6640000000000001,0.3579999999999999,0.364
84,0.75,0.3,0.9,0.3548617004753765,0.6700000000000003,0.642,0.3559999999999999,0.34
85,0.75,0.5,0.1,0.35934663982310294,0.6440000000000003,0.6400000000000001,0.32799999999999996,0.3320000000000001
86,0.75,0.5,0.3,0.328619704525585,0.6940000000000002,0.6619999999999999,0.3420000000000001,0.386
87,0.75,0.5,0.5,0.3597399342838753,0.6520000000000001,0.654,0.316,0.33599999999999997
88,0.75,0.5,0.7,0.32774462992317044,0.6420000000000001,0.682,0.3480000000000001,0.358
89,0.75,0.5,0.9,0.3284936063917538,0.6339999999999999,0.65,0.35,0.35800000000000004
90,0.75,0.7,0.1,0.3122979844354238,0.6199999999999999,0.6440000000000002,0.3720000000000001,0.37199999999999994
91,0.75,0.7,0.3,0.36377719085261284,0.638,0.672,0.352,0.316
92,0.75,0.7,0.5,0.33098599542034024,0.6540000000000002,0.64,0.3400000000000001,0.36999999999999994
93,0.75,0.7,0.7,0.3348742876715085,0.6279999999999999,0.6460000000000002,0.376,0.34800000000000003
94,0.75,0.7,0.9,0.3668147796332761,0.652,0.63,0.32000000000000006,0.3320000000000001
95,0.75,0.9,0.1,0.34519466319404907,0.6499999999999999,0.6659999999999999,0.348,0.3400000000000001
96,0.75,0.9,0.3,0.3485617394826193,0.6480000000000001,0.648,0.344,0.34000000000000014
97,0.75,0.9,0.5,0.33397702086704806,0.6379999999999998,0.642,0.37199999999999994,0.35200000000000004
98,0.75,0.9,0.7,0.32654486653912346,0.626,0.6540000000000002,0.392,0.3559999999999999
99,0.75,0.9,0.9,0.3545865906682235,0.6360000000000001,0.6879999999999998,0.3520000000000001,0.32600000000000007
100,1.0,0.1,0.1,0.3081647906653341,0.606,0.6160000000000001,0.35400000000000015,0.38600000000000023
101,1.0,0.1,0.3,0.32740751344013164,0.64,0.624,0.3740000000000001,0.368
102,1.0,0.1,0.5,0.30691664892092896,0.598,0.6360000000000001,0.39000000000000007,0.38
103,1.0,0.1,0.7,0.3378337689166162,0.584,0.6160000000000001,0.43000000000000016,0.36800000000000005
104,1.0,0.1,0.9,0.34380416446389916,0.588,0.5980000000000001,0.37799999999999995,0.35
105,1.0,0.3,0.1,0.3033124420195732,0.618,0.6420000000000001,0.434,0.3939999999999999
106,1.0,0.3,0.3,0.3085369419404642,0.5839999999999999,0.6319999999999999,0.34800000000000003,0.37599999999999995
107,1.0,0.3,0.5,0.3188978986542969,0.614,0.618,0.384,0.37400000000000005
108,1.0,0.3,0.7,0.3792892988058478,0.6060000000000001,0.5820000000000001,0.386,0.322
109,1.0,0.3,0.9,0.29940005671599695,0.642,0.628,0.37599999999999995,0.40400000000000014
110,1.0,0.5,0.1,0.28091691587809553,0.596,0.6220000000000002,0.38199999999999995,0.41400000000000003
111,1.0,0.5,0.3,0.3101135154136777,0.628,0.626,0.4120000000000001,0.3879999999999999
112,1.0,0.5,0.5,0.3196271815081365,0.6400000000000001,0.606,0.4120000000000001,0.39399999999999996
113,1.0,0.5,0.7,0.31359160381778883,0.584,0.5920000000000002,0.39199999999999996,0.396
114,1.0,0.5,0.9,0.316248378706415,0.6059999999999999,0.6460000000000001,0.3740000000000002,0.3660000000000001
115,1.0,0.7,0.1,0.30503480745092604,0.62,0.602,0.41600000000000015,0.41400000000000003
116,1.0,0.7,0.3,0.30379242472357454,0.5980000000000001,0.6140000000000001,0.3780000000000001,0.3900000000000001
117,1.0,0.7,0.5,0.31328876334538114,0.5880000000000001,0.6,0.38,0.386
118,1.0,0.7,0.7,0.34144644347528474,0.6580000000000001,0.6239999999999997,0.4000000000000001,0.358
119,1.0,0.7,0.9,0.3099633267474124,0.6180000000000001,0.62,0.3939999999999999,0.38599999999999995
120,1.0,0.9,0.1,0.30337451753863653,0.598,0.59,0.3620000000000001,0.42399999999999993
121,1.0,0.9,0.3,0.3559845990823704,0.5740000000000003,0.5620000000000002,0.43999999999999984,0.3879999999999999
122,1.0,0.9,0.5,0.3238771260926786,0.616,0.63,0.38800000000000007,0.364
123,1.0,0.9,0.7,0.32928092396414965,0.6119999999999999,0.6100000000000001,0.37,0.364
124,1.0,0.9,0.9,0.33445153864006455,0.648,0.638,0.41199999999999987,0.3579999999999999
125,1.5,0.1,0.1,0.30926287661160534,0.5620000000000003,0.5819999999999999,0.428,0.4539999999999999
126,1.5,0.1,0.3,0.2958320834762083,0.5800000000000001,0.6060000000000001,0.44800000000000006,0.44799999999999995
127,1.5,0.1,0.5,0.3079022112125242,0.5660000000000001,0.5899999999999999,0.40399999999999997,0.4159999999999999
128,1.5,0.1,0.7,0.3487917995770115,0.5419999999999998,0.5779999999999998,0.43,0.38799999999999996
129,1.5,0.1,0.9,0.30121762113480327,0.58,0.5939999999999999,0.4100000000000001,0.42400000000000015
130,1.5,0.3,0.1,0.3088105308184607,0.592,0.588,0.42800000000000005,0.428
131,1.5,0.3,0.3,0.3215069521934859,0.6079999999999999,0.586,0.42599999999999993,0.408
132,1.5,0.3,0.5,0.32642541991265006,0.604,0.6080000000000001,0.4480000000000001,0.3920000000000001
133,1.5,0.3,0.7,0.3321449058126591,0.588,0.5800000000000002,0.4040000000000001,0.386
134,1.5,0.3,0.9,0.3317210926921419,0.584,0.57,0.44999999999999996,0.426
135,1.5,0.5,0.1,0.2753796192490291,0.5900000000000002,0.6240000000000001,0.4419999999999999,0.45600000000000007
136,1.5,0.5,0.3,0.32857444081291376,0.59,0.5820000000000001,0.418,0.39599999999999996
137,1.5,0.5,0.5,0.3464931648764401,0.56,0.572,0.4579999999999999,0.41
138,1.5,0.5,0.7,0.32611710162164287,0.5660000000000003,0.5940000000000001,0.424,0.396
139,1.5,0.5,0.9,0.3318393156590891,0.586,0.5740000000000001,0.4760000000000001,0.44000000000000006
140,1.5,0.7,0.1,0.34030373066305436,0.5980000000000002,0.5580000000000002,0.452,0.428
141,1.5,0.7,0.3,0.291760157943008,0.6279999999999999,0.644,0.4340000000000002,0.406
142,1.5,0.7,0.5,0.3111240834113087,0.552,0.5760000000000002,0.39599999999999996,0.44799999999999995
143,1.5,0.7,0.7,0.3413389143860343,0.564,0.546,0.4400000000000002,0.4520000000000001
144,1.5,0.7,0.9,0.3310000126641332,0.5840000000000001,0.5559999999999999,0.39199999999999996,0.41999999999999993
145,1.5,0.9,0.1,0.3416755616806365,0.5459999999999998,0.5720000000000001,0.4619999999999999,0.4320000000000001
146,1.5,0.9,0.3,0.3541500556317963,0.6259999999999999,0.5599999999999999,0.41400000000000003,0.38800000000000007
147,1.5,0.9,0.5,0.3341425346061381,0.5539999999999999,0.5479999999999999,0.3839999999999999,0.43199999999999994
148,1.5,0.9,0.7,0.35700227516053695,0.578,0.5800000000000003,0.42400000000000004,0.36199999999999993
149,1.5,0.9,0.9,0.33009253750372647,0.6040000000000002,0.58,0.41000000000000014,0.3939999999999999
